Unnamed: 0,口コミ,投稿日
842,露天風呂付の部屋に泊りました。入って部屋の広さにびっくりしました。リフォーム後の穴やカビなども少しはありましたが特に気になりません。部屋の露天風呂は温度は熱いですが水を加えれば好きな温度で入れますし、景色がとてもよく気持ちよく入れます。食事は見た目にもステキでおいしかったです。どれもおいしかったですが、バーニャカウダーの３種のソース、酢の物、デザートは気に入りました。ただ、テーブルが狭く、料理を置くために急いで食べなくちゃという気にさせられます。また、スタッフの方が近くにいないので、飲み物を頼むのに大きな声を出さなくてはいけないのは何か考えてほしいと思います。朝食も適量でおいしくいただきました。ロビーのコーヒー、お菓子、部屋にあるタオルなどを入れて持ち運ぶかごなど工夫がよかったです。スタッフの方も一生懸命で好感が持てました。次回もまた泊りたい宿になりました。,2013/5/8
843,部屋、お風呂が明らかに改装したのがわかる作りでした。家族露天風呂は狭すぎます。夕食のドリンクは割高です。夜鳴きそばはよかった。布団を自分の敷くことは事前に説明がありませんでした。いくらGW料金でも高すぎます。,2013/5/8
844,GWの旅行で利用しました。リニューアルオープンとのことで期待していたのですが綺麗になっていたのは施設の外観・ロビーが主で、肝心の部屋は古く清潔感がなく残念でした。部屋以外は綺麗で、ロビーでのおかしやセルフコーヒーサービスは良かったです。お風呂は大浴場でも湯船が2つしかなく小さく感じました。貸切露天風呂を無料で利用できたのはよかったのですが脱衣所がとても寒かったです。湯温はちょうどよかったです。また露天風呂への移動用のサンダル置き場の場所をもっと考慮する必要があり、廊下が必要以上に汚れるのを避けるべきだと思います。お料理は非常においしく大満足でした。接客はオープンしたばかりだからかたどたどしいところが多々ありましたが、こころのこもった親切な接客で好感をもてました。,2013/5/7
845,リニューアルとの事でしたが、部屋の椅子はガタガタ、柱の擦り傷が目立つ・網戸はほこりだらけ・へやの蛍光灯はジージー音がする・貸切露天風呂の無料サービスでしたが、洗い場の排水が悪く溢れてきた。それを見て　湯船にも入れず・・・・,2013/5/7
846,リニューアルオープンという事で初めて伺いました。到着してすぐに貸切温泉を利用させて頂き、シンプルながら小さな庭も綺麗でとてもリラックスできました。特に良かったのはお食事で、夕飯は旬の食材が多くならび、筍のグラタン？や黒メバルのお吸い物は絶品でした。最後に出てくるデミタスコーヒーとデザートも最高でした。朝食も少量ながら品数があり、だし巻き卵も本当に美味しかったです。唯一残念だったのは朝食会場に行くと「昨日と同じ席で」と案内されましたが既に先客があり、不慣れなスタッフの対応に少々不安になりましたが、それ以外のスタッフの方は感じも良く一生懸命接客されており好感が持てました。また季節を変えてお世話になりたいと思います。ありがとうございました。,2013/5/4
847,GWにリニューアルオープン料金で利用しました。お部屋に関しては普通。異音がしたり、ニオイなど古さを感じるところがありました。お茶菓子やコーヒー、紅茶はロビーに置いてあり、自分で持って行くのですが、好きな時に飲めて良かったです。ただ、籠に入っていたお茶菓子を全部持って行ってしまった方がいらしたのでビックリしました。個室露天風呂に関しては、45分間で最初は短いなと感じましたが、入ってみると結構湯温が熱く、すぐに足湯に変更しました。なので、丁度いい長さだったと思います。一番楽しみにしていたのは料理だったのですが、お野菜好きの私にはとても美味しかったです。ただ20代の主人には少しすくなかったようで、別でお料理を注文すれば良かったかなと思いました。朝食は量が多く、とても満足でした。,2013/5/3
848,GWでの旅行で使用させていただきました。オープンしたてということもあり、これからのところもありますが、浴衣を好きな柄を選べることや、コーヒーやお茶菓子を選べることは良いと思います。貸切風呂は良かったのですが、下駄箱の配置や、貸切風呂の下駄箱が無いことは改善してほしいです。これからに期待します！,2013/5/1
849,料理も美味しく非常に満足でした。オープンしたばかりだった為、接客はぎこちなさがありました。また、部屋の電気をつけると、異音がしてましたが寝るときは電気を消していたので問題はなかったです。また利用したいと思います。,2013/5/1
850,４月にニューオープンのお宿だったのでフロントや配膳の方は初々しいというか緊張気味でした。ロビーではジャズが流れ落ち着いた雰囲気でした。野菜の看板料理は美味しく健康的でした。お部屋も綺麗でした。お風呂上がりに冷茶サービスがあれば良かったです。貸切露天風呂は熱くて足も入れないくらいだったのですが、アウトの時にお詫びもありません。以前、このような事があったとき手頃な手土産を下さった宿がありましたが、雨の中傘をさし、服を脱ぎお風呂に入ったものの、また着て帰ったのですから残念さだけが残りました。,2013/4/27
851,成人3名家族で、オープン2日目に、部屋付露天風呂特別室に宿泊しました。特筆すべきはお食事で、料理長の心意気と熟練が感じられる素晴らしいコースで、これまで宿泊した宿のなかでトップだと思います。ただ、夕食は小さな子供連れの騒がしいご家族に囲まれてしまい、折角の料理長のお料理を落ち着いて堪能できなかったのは、料理長に気の毒に思います。客層を区分するなどの配慮があるといいと思います。朝食時には、申し出に対しご配慮頂きました。部屋は概ね綺麗だったのですが、内風呂の扉やトイレのタンクに黒カビがそのままで、ここは基本として押さえて欲しいです。早く着いて待つお客が結構いたのですが、ロビーのソファが足りず補助椅子を使うなど、準備不足も感じました。部屋の内風呂、部屋付露天の湯温が38〜9度で、あれでは入れません。大浴場もぬるく感じました。雨天でしたが、貸切露天までは足元が悪く外履きを準備すべきだと思います。,2013/4/23
1776,叔母との二人旅　強羅駅からも近く　歩き旅の私たちにはとても良い立地場所でしたこじんまりしたところにのんびり宿泊したく選びました温泉も楽しみな二人　静かでお風呂も混まなく良い湯でのんびり入ることができ満足です食事は順番に出てこないので、暖かい品物が冷めてしまうのが残念でしたがどれも　器も可愛く綺麗に飾られてその上とても美味しかったです朝食の干物が　ふわふわで美味しかったです朝　大雨で傘を買いに行きたいから傘貸して欲しいお願いしたら余ってる傘を使ってくださいととても親切にありがとうございました。おかげで宿も楽しみな女二人旅　楽しく旅行をたのしみました。,2023/10/1
1777,到着時間が決定していなかったので夕飯はなし朝食ありで予約しました大人の家族3名だったので広めの和洋室を予約しました。玄関フロント綺麗に整頓されていてとても良かったです近くの食事どころも3件教えていただき人気というお店に行きましたがとても良かったです。温泉もとても綺麗で露天風呂などはありませんでしたが疲れを取るにはじゅうぶんでした。部屋は想像していたより広く清潔でお風呂に行くためのカゴも準備されていて良かったです。朝食は和食で品数も多く落ち着いていただけました。機会があればまた利用したいです。,2023/9/29
1778,数年ぶりに利用させていただきました。前回は妻と娘の３人でしたが、今回は息子も一緒に。前回泊まった時、とにかく料理が美味しかったこと（夕食、朝食）、おもてなしも素晴らしく、とても気に入ったので、いつかまた、家族で泊まりたかった宿。今回、希望が叶いました。おもてなし、食事、風呂、部屋等、今回も大満足です。大変お世話になりました。強羅駅からも徒歩数分、アクセスもいいし、お気に入りの宿。オススメです！,2023/9/24
1779,電車で行くので駅近で綺麗なお宿にしようとこちらを選びました彫刻の森美術館も一駅なので便利です大変綺麗なお宿で子供も満足しておりましたお食事も量が多すぎるくらい十分でとても美味しかったです温泉の湯加減は熱めなので最初は水の出るホースのそばから離れられませんでしたが慣れます子供と泳いで楽しかったです8月の猛暑の日だったのであまり外を歩き回ることは出来ませんでしたが涼しい季節にまた利用させていただきたいと思いました夏休みの思い出をありがとうございました,2023/9/9
1780,車旅行、一泊素泊まりで利用させていただきました。温泉街にある建物なのでホテル回りの道は少しだけ狭いかもしれません。あとホテル内にカートがないので荷物が多い方は注意が必要かもしれませんがうちは問題ありませんでした。フロントの方の気遣いもよく、建物は新しくはなくともきれいに掃除されていて部屋の中もきれいで広くゆっくりできました。温泉は広くはないです。が、源泉かけ流しのお湯で温度が熱く、熱めが好みな私としてはとても満足できました。※暑いのが苦手な方は水で薄めてはいれます。事前にわかっていましたが、やはり露天風呂がないのは少しだけ残念でした。源泉かけ流しの温泉で露天は不要、広めの部屋がお目当てな方なら検討に入れてもよいかと思います。ありがとうございました。,2023/8/25
1781,和洋室でしたが、お部屋がとても広く清潔感もあり、とても良かったです。子どもが喜んで飛び回っていました。部屋数が少なくこじんまりとした宿で、騒々しくなくてそれもよかったです。朝食もちょうどいい量で、美味しかったです。箱根を訪れるときにはまた泊まりたいです。ありがとうございました。,2023/8/16
1782,和洋室に泊まりました。お部屋がとても広くて家族4人でゆったりくつろげました。お風呂はそんに広くはないけどしっかり清掃されていてお湯も源泉でとても良かったと思います。朝食もちょうどよい量で美味しかったです。,2023/8/8
1783,こじんまりした宿で、食事は大変美味しく（和食いただきました）、温泉も小さいながらも気持ちよかったです。スタッフさんも親切で、2泊中に部屋の掃除や布団敷サービスはありませんが、それも私たちには気が楽でした。部屋のエアコンか微調整できると嬉しいです。部屋は清潔ですし、宿の規模も私たち家族にはちょうどよく、ゆっくり過ごせました。ありがとうございます。ぜひまた行きたいです。,2023/8/6
1784,お部屋が広くてテレビも大きく、ゆっくりと過ごすことができました。お食事もとてもおいしかったです。食後はコーヒーをテイクアウトして、お部屋でいただきました。お風呂が熱すぎてゆっくり入ることができなかったのが残念です。また再訪したいお宿ができました。,2023/8/2
1785,高齢の母を連れて、姉と３人で宿泊しました。コロナ前に宿泊したときに、あまりにも食事が美味しくて、ぜひリピートしたいと思っていました。前回、和洋室を利用しましたが、トイレ入り口の段差が高くて母が難儀したことを伝えたところ、バリアフリーの部屋があると教えていただいたので、そちらをお願いしました。３人ですとエキストラベッドになり狭くなりますが、とおっしゃってましたが、まったくそのようなことはなく、十分な広さでした。お風呂のお湯は源泉かけ流しで熱かったので母はすぐに上がりましたが、久しぶりの温泉で気持ちが良かったようです。宿の方々の心地よい対応にも大満足でした。またお伺いしたい宿です。,2023/7/6
1786,紫陽花の季節の箱根。温泉掛流し、食事の口コミのいいホテルということで予約しました。和洋室のお部屋は、広く快適でした。ただ、ベッドが腰痛の私には、合わなかった様です。掛流しの温泉は、浴槽は１つですが、柔らかい泉質で気持ち良かったです。夕食も朝食も、初めにテーブルに全部並べられ、お品書きもありません。　夕食は、優しい味付の和食で、野菜もいろいろ、美味しくいただきました。蒸野菜のディップソースもおいしかったです。朝食も、大きな鯵の開きや温泉卵などの和食でおいしかったです。が、テーブルの真ん中に置かれた各自ご自由にのご飯は、時節柄、衛生的でないので、ホテルの人に配膳してもらいたいです。泊まった部屋は２階でしたが、上の階が夜中の１２時頃もドタバタしていて、うるさかったのが、残念でした。,2023/7/1
1787,口コミにもありましたが、ご飯がとても美味しいです。卓球も楽しめました。スタッフの方が気さくで、心が感じられ、のんびり過ごすことができました。オススメすると予約が取りにくくなってしまうと困るのですが、オススメです。,2023/7/1
1788,遅い時間帯のチェックイン可能の強羅駅近くのホテルを探していて口コミ評価も高かったのでこちらを利用させていただきました。夜も朝もお風呂であまり人と合うこともなくほぼ貸切、しかも源泉、温泉にのんびり入れました。お部屋も広々とした和室でのんびり過ごせてよかったです。またロビーのお花がとてもきれいで印象に残りました。,2023/6/28
1789,強羅に用事があり、強羅駅付近で探していた所、口コミも良かったので今回このホテルを選びました。お部屋はとても広く作務衣も使いやすく、ゆっくりくつろげました。部屋数も少ないので温泉がタイミングによって、貸し切り状態で入れたのも良かったです。食事も品数多く大変満足しました。また利用したいです。,2023/6/11
1790,女性陣の多い家族構成だったので2部屋目として和室を利用。想像していたより広くて落ち着く綺麗なお部屋で大満足です。料理は朝も夕も美味しくてほぼ完食しました。お風呂の湯船はちょっと小さいかなとも思いましたが、部屋数の多くない宿ですから十分なのかもしれません。スリッパの数を見て混んでそうなら少し後にするとか調整すれば、ほぼ貸し切りくらいの感覚で入浴できます。接客は優しい感じでとても好感が持てました。必要以上に接触してこない感じなのも個人的には良かったかも。建物も館内もお風呂もお部屋も清潔感に関して気になる部分はまったく無し。ここまで満点なのは初めてです。我が家としては少しだけ価格設定が高いところでしたが、それでも何かの記念やお祝いなどでは是非また利用したいと思えるほど満足度の高いお宿でした。次回の機会がありましたら宜しくお願いいたします。,2023/6/5
1791,初めて伺いました。こじんまりしたホテルですがスタッフの方が大変親切で、お食事は味もボリュームも満足でした。食べきれないほどの量でしたが、味付けが優しかったので完食できました。是非また伺いたいと思います。ありがとうございました。,2023/5/17
1792,彼女と2人旅で利用させて頂きました。結論、大満足のお宿でした。まず夕食の豪華さに驚きました。季節の食材を取り入れられ、お心遣いが感じられる素晴らしいお食事でした。お部屋はとても清潔で、窓から箱根の山々を眺めながらとても静かにリラックスした時間を過ごすことができ、彼女も大喜びでした。お陰様で最高のGWの旅になりました。,2023/5/5
1793,食事は、品数が多くて全体的に優しいお味。落ち着いた雰囲気のなか、ゆっくりと楽しみました。お米やお水はセルフサービスです。もちろん完食しました。お風呂は、内湯だけですがあったまる透明なきれいなお湯でした。お部屋にあったかごや作務衣も重宝しました。角質落としや化粧水などもあり、手ぶらでも大丈夫でした。その日の天気や気温などで温泉の温度が変わるとのことで、夜そして早朝と2回楽しみましたが、本当に温度がかなり違うのでびっくりしました。お部屋も思っていてよりも広々としていてとても快適でした。強羅駅そばというのは、とても便利でした。,2023/4/30
1794,強羅への宿泊は初めて。姉妹の旅行でお世話になりました。ホテル内は清潔感にあふれ、とても気持ちよく過ごすことができました。夕食も朝食も、手作りの料理が多く、盛り付けが素敵で、美味しくいただきました。大満足！アットホームな雰囲気で、おかみさんとお話しできてホッコリいたしました。なんと、お客様に提供するために、山からワラビや筍などを採ってこられるのだそうです。気持ちがこもった料理でした。お風呂も貸切状態で利用できて、ゆっくり過ごすことができました。浴衣でなく、作務衣もよかったです。大きなホテルではありませんが、オススメです。,2023/4/12
1795,部屋の広さ、料理に大満足です。また、急な要望にも対応いただきありがとう御座いました。子供がアレルギーごあり食べれないと知ると、わざわざ別の食材を探してるもらったり、様々面で細やかな心遣いに感謝しきれません。是非、また行きたいです。,2023/4/9
1796,妻と祖母との３名でお世話になりましたが、我が家だけの貸切状態でした。温泉もゆっくり満喫でき、妻も祖母も大満足。食事はクオリティが高く、これも大満足。我が家のためだけにスタッフの皆さんがサービスしてくれたので、リッチな気持ちになりました。部屋は広くて見晴らしもよく、祖母もゆっくり楽しめたそうです。どこも清潔に清掃されていたのも好印象でした。どうもありがとうございました。,2023/4/9
1797,春休みに家族で宿泊しました。こじんまりとしたお宿ですが、非常に清潔感のあるきれいな室内で、周囲も静かでくつろぐことができました。食事も美味しく、布団も自分達の都合でひくことができ、のんびり滞在することができました。,2023/4/9
1798,子供と2人で行きましたが、とても良かったです。朝食も夕食もとてもおいしかったです。お風呂は小さめだと思いますが、清潔感があって快適でした。初めて行ったので、戸惑うこともありましたが、全体的に大満足です。箱根に行くときはまた泊まりたいです。,2023/3/31
1799,夫婦二人で利用しました。お部屋は掃除が行き届いていて清潔で快適、お布団はセルフですが、敷いてしまえば自分たちのペース、今の時代に合っていると思います。お茶もお菓子もお水もセットしてあります。お風呂も強羅の源泉で熱々です、湯船は決して大きくはないですがシャワーの水圧も強くすべて快適でした。冷え性の妻は朝までポカポカと言ってました。お料理はこれでもかというくらいの品数！夕食：前菜　お刺身　煮物　焼き物　鍋　他　でお腹いっぱい朝食：温泉卵、のり、わさび漬け他１０品目以上、朝食のお供といえるものが全て出ている感じでした。お味は旅館の濃い味付けでなく家庭の味に近いのが良かったです。ご家族経営でやっていらしゃるので人手が・・・とのことでしたが、手際よく、程よい距離感での対応も良くお話も弾みました。一点だけ気になったのはコンセントです。我が家は延長コード持参で旅するので問題ないですが、場所が部屋の隅1か所とテレビ裏の壁1か所、縁側のポット1か所なので、ゲームやスマホ充電などにはやや不便かもしれません。まぁこれも時代の流れですかね、Wi-Fi環境はバッチリでした。強羅という条件の中では最高のCPで、我が家は大変気に入りました今後も利用させていただきたいと思います。,2023/3/26
1800,今回家族旅行で利用させていただきました。場所は大涌谷行きのケーブルカー始発、登山鉄道発着駅である強羅駅から徒歩3分と非常にアクセスが良かったです。週末や祝日は海外からの方も多く途中からは乗れないくらいの大混雑だったので、立地的に発着駅なのは凄く良かったです。外風呂はないものの内風呂は加水していない源泉100%の温泉でお肌しっとりの非常に良い湯質でした、部屋数も少ないので混雑もなく貸切な時もありました。部屋もとても綺麗で、布団もふかふかでしたが、特に凄かったのは食事です！品数が多く皆さん写真を撮っていました。また箱根に行く際はリピートさせていただきたいです。,2023/3/21
1801,お布団敷きや食事の飲み物等はセルフで、その分お値段が家計に優しく嬉しかったです。お部屋もお風呂もお掃除が行き届いていましたが、夕食時にコーヒーサーバーにあったコーヒーを飲もうとしたら、朝だけ提供してるとのこと。朝のコーヒーが夜まで残ってたのか？？？少し不快でした。また、空調を切って休みましたが、朝まで何かしらのファンの音が気になり寝れず、部屋より静かなユニットバスで寝ようかと思った程です。すみませんがまたの利用はないなの宿でした。,2023/3/21
1802,大学生2人、朝食付きプランで1泊利用させていただきました。1番良かったのは朝食です。The和食って感じで非常に美味しかったです。他の方が書かれているように少し量が多いかもしれませんが、私たちはちょうどよかったです。お部屋は和室・洋室・和洋室からランダムに選ばれます。私たちは和室でしたが、野郎2人が過ごすには十分な広さで、隅々まで清掃も行き届いていましたので大満足です。カラオケルームも10人以上余裕で入るくらいの広さがあります。2人で熱唱しました(笑)。総じて大満足ですが、強いて懸念点を挙げるならお風呂ですね。温度は温泉らしくしっかり熱めで身体の芯まで温まりましたが、やはり内風呂1つだけというのは少し寂しい気がしてしまいました。場所は強羅駅から徒歩3分と立地の良いホテルです。強羅周辺は彫刻の森美術館、ガラスの森美術館、ポーラ美術館などの箱根の代表的な美術館が集中している他、強羅駅からのケーブルカーのおかげで箱根ロープウェイ乗り場にもすぐ行けるので、観光の拠点としておすすめです。露天風呂はありませんが、観光メインで色々回りたという方には是非おすすめしたいホテルだと思います。,2023/3/20
1803,とても満足しました。広いお風呂ではないけれど、部屋数が少ないので混み合うこともなく、清潔で、とても良いお湯でした。お食事も量、質共に大満足。お部屋もきれいでゆったりしており大人三人でも問題なく過ごせました。唯一、トイレにもタオルが欲しかったです！それ以外はとても満足です。ぜひまた宿泊したい宿です。,2023/3/12
1804,娘と二人旅で使わせていただきました。お風呂は大浴場ではありませんが、ほぼ貸切状態であった為、問題はありません。広くて綺麗なお部屋に、見た目に嬉しく美味しい夕食、充実の時間を過ごさせていただきまして、ありがとうございました。また伺いたいと思います。,2022/12/28
1806,3世代で4人部屋と2人部屋を借りて宿泊しました。連休中の箱根でかなりリーズナブルだったので過度な期待はしていませんでしたが、結果、家族皆満足でした。料理は夕食、朝食ともに美味しく、部屋はかなり広く綺麗に維持されているのが分かります。夕食時のアルコール類もそこまで高くありませんでした。浴衣ではなく作務衣が用意されているのも良かったです。温泉の泉質はそこまで特徴は無く普通かなと感じました。ただWiFiは繋がりにくく諦めました。部屋によるのかも知れませんが。,2022/9/27
1807,駅から近く、駐車場もありました。温泉はコロナ禍なので人数制限がありましたがスリッパで人数が把握出来るため利用しやすかったです。お部屋も広くて過ごしやすかったです。アメニティの気遣いが我が家には有り難かったです。また利用したい宿です。,2022/8/24
1808,全体的に大変満足です。お風呂は定員4人までとの決めごとや、消毒液やビニールシートの設置などコロナ対策もきちんとされています。部屋は広く、入口や食堂、お風呂も清潔でした。大きなお宿ではないので、お風呂は男女各1つずつで、露天等は無いです。朝はぬるかったけど、夜は熱かったので水を足しました(ちゃんとホースがあります)。お料理は盛り付けが上品で、美味しかったです。量もしっかりありました。カラオケや卓球などもできるようです。ただ、駐車場までは狭い道なので、大型車だとしんどいかもしれません。また利用したいです。,2022/8/10
1809,家族旅行で利用しました。朝食も夕食も盛りだくさんで大変満足出来ました。温野菜が美味しかったです。お風呂は源泉60度が出ているので水で調節して入りました。子供達には熱すぎたようです(^^ゞコスパ考えるとかなりオススメです。箱根に行く際はまた利用したいです。,2022/8/10
1810,コロナ禍のなか実家の清掃のため利用しました。交通のアクセスは箱根強羅で宿前の道が細く、少し難儀しましたが、コンパクトカーならそれほどでもないと思います。館内はどこも清掃が行き届き、清潔感のある部屋でゆっくり出来ました。 室内が広いせいもありますが、ありがちな隣や上下の音が聞こえることもなく、ベットも清潔で臭い匂いなどもせず熟睡でした。夕食は食べ切れないほどの量でしたが、どれも手が込んでいて美味しかったです。蒸し野菜や肉料理、茄子田楽、カツオのタタキ、まだまだありますが朝食もありがちがなく楽しめました。受付に人がおらず内線呼出は初体験で戸惑いましたが、素足で歩いても清潔感があったので抵抗はありませんでした。夫婦共々リラックスして過ごせました。箱根観光の際は、また利用したいと思います。,2022/7/21
1811,リピートで利用しました。今回は女子旅での利用。駅から近く便利です。食事付きのプランで利用しました。お食事は品数が多くあり味付けが繊細でとても美味しいです。いろんなものを少しずつ食べれて家族も喜んでいました。グルメな母親の口に合ったようでホッとしました！お肉とお魚両方食べれて満足です。お魚が好きなのでお刺身や焼き魚が出るのが嬉しいです。お刺身の切り方が分厚く食べ応えがあり幸せでした笑お部屋や施設全体も清潔感がありとても綺麗です。館内着がすごく快適でした！食事の際、急須の注ぎ口が欠けていたのとグラスにおいが残っていたのが少し残念でした。ですが、お料理、お部屋、お風呂、サービス、清潔感など全体的に大変満足しました。箱根利用の際は利用したいです！またよろしくお願いします^_^,2022/7/12
1812,平日の宿泊だったからか、客は私たちだけでした。クチコミどおり、たいへんいいお宿だったと思います。和室で、布団敷きはセルフでしたが、それもまた気楽でいいものだと再認識。お風呂は小さめですが、客室も少ないので、貸切状態でなくてもそれほど密にはならないでしょう。お料理も質・量ともに充分満足できるものでした。掃除も行き届いており、残念なのは露天風呂がないことだけでした。,2022/6/24
1813,50歳代、2度目の宿泊です。今回は３０１号室３階の３方向に、窓のある開放的なお部屋にご案内頂きました。北側には、新緑眩しい山が遠くに望め、又、南側は、強羅の駅舎から早雲山方面のロープウエイも望め、とても景色の素晴らしいお部屋でした。夕飯、朝ごはんもバランスよく、美しく､美味しく、量も丁度よく美味しく頂きました。お風呂も他の方と一緒になることなく、窓外のアルコーブから漏れる日差しを感じながら、ゆっくり入る事が出来ました。スタッフの皆様も、親切に接してくださり、施設のお名前とおりだと感じました。また、訪れたくなるお宿ですね。スタッフの皆様、有難うございました。,2022/5/30
1814,箱根観光の前夜に泊まりましたが、強羅駅に近く移動にも便利です。こじんまりとした宿で密になることもなく　感染対策もきちんとしてくれており安心してゆっくり出来ました。温泉はとても熱くお水を入れながら入りましたが、ほぼ貸し切り状態だったので気がね無く入れました。3回入りました。息子はロビーの無料のマッサージ機でお風呂上がりにくつろいでました。何より　夕食も朝食も美味しかった。品数も多くて大満足でした。お世話になりました。,2022/5/10
1815,車で行ったのですが、周りの道が細く、ちょっと分かりづらかった。旅館自体はきれいな印象。部屋は広く和室のいい匂い。食事は美味しい。但し量が多く食べきれない（笑）お風呂は一つだけですがコロナ化の人数制限で混まないように配慮。コロナで中々遠出できなかったですが、久しぶりにのんびりできました,2022/5/3
1816,昨年の秋に夫婦で宿泊して良かったので、今回は足の不自由な高齢の義母を連れて行きましたが本当にいい宿でした。事前に義母の事は知らせていなかったのですが、チェックインの際に足が不自由な事に気付かれて、お風呂に高椅子を用意しますか？車椅子を使われますか？と気持ちの良い対応でした。和洋室の部屋は３人でも広過ぎるくらいです。お風呂は露天風呂は無しですが、ガラス張りで明るく熱めの温泉に水を入れながら宿泊中は貸し切り状態で堪能しました。食事は夕・朝とも和洋折衷で品数も多く夕食のビーフシチュー、朝食の金目鯛の干物に義母は大喜びでした。接客も丁度良い気配り加減で今回も本当にゆっくり出来ました。,2022/4/11
1817,源泉かけ流し＋部屋が綺麗・清潔＋強羅駅から徒歩5分圏内＋低価格箱根の宿の中でもこれだけ条件の良いホテルはないと思います。大浴場についても最大でも4名までと、コロナ対策も万全。私は、入浴中誰も入ってこなかったので実質貸切状態で利用させていただきました。景観も良く、接客も良かったので次回箱根に訪れた際にも利用させていただきます。,2022/2/13
1818,年末の家族旅行で利用しました。小さなお宿なので館内で人と一緒になることもなく落ち着いて静かに過ごすことが出来ました。今回一番良かったのはお食事で、量や種類美味しさはもちろんのこと器や盛り付けが素敵で非日常感を味わえました。,2022/1/15
1820,箱根登山鉄道の強羅駅から徒歩５分以内と近くてアクセス良く駐車場もあります。クリスマスと年末の超繁忙時期の狭間にお安いプランがありましたので訪問しました。落ち着いた瀟洒な建物と清楚な内装で好感が持てます。食事なしプランでしたので、外で食事しました。強羅駅近辺は徒歩圏で食事できるところが少ないので、飛び込みで行くよりもあらかじめ予約を取っておく方が安心です。客室が少なめですので、温泉に２回入りましたが貸し切り状態でした。源泉かけ流しの単純泉で少し肌がぬるぬるするお湯でした。尚、時節柄コロナ対策はきちんと実施されていると思いました。,2021/12/29
1821,隣の部屋の音､気にならない快適｡ 大浴場は広くありませんが､ちょうどよい快適｡駅近3分ぐらいと快適｡近場に食べるところも有り､ここを起点に観光する方には良いのでは！,2021/12/6
1822,70代初めの夫婦です。評判が良かったので初めて利用してみました。場所が分かりにくくて，駅員さんに訊いたり，ホテルに電話したりして辿り着いたら，駅のすぐ近くでした。でも周りは静かでした。和室ですが天井の中央が高くなっているデザインで広く感じられ，畳も床も設備もとてもきれいで，気持ちよく過ごせました。トイレが一段上がっているので私達高齢者には要注意です（バス付きなので高くなっているのでしょう）。窓からの眺めが素晴らしく，座り心地の良いチェアでゆっくりできました。食事はバラエティに富むメニューでとても美味しく，量も十分でした。お風呂も十分広くて湯質も良かったです（白濁ではなく透明）。露天風呂がなくてちょっと残念でしたが，広いガラス窓から庭が見えるので気分的には露天かな。作務衣と足袋ソックスなど色んな点で工夫され，少人数のスタッフで精一杯のおもてなしをしていただいたと感じました。,2021/12/1
1823,食事について、朝食は質・量ともとても良かったです。夕食はもう少し肉料理のボリュームがほしいかなと思います。温泉は清潔感があり温まりますが、好みですが白濁したお湯や硫黄成分が好みですと、こちらはサラッとした温泉です。お部屋にお湯のポットが無かったりしましたが、フロントの対応は良かったです。,2021/11/29
1824,登山帰りに宿泊しました。温泉は、熱めでしたがとても気持ちよく疲れがとれました。ロビーに無料のマッサージ機があり、利用させてもらいました。食事も品数が沢山あり、とても美味しくいただきました。朝の干物も美味しかったです。浴衣が苦手なので、作務衣で過ごせて楽でした。また近くへ来た時は宿泊したいと思います。,2021/11/25
1825,混雑を避けて宿泊部屋の少ないホテルをネットで検索、クチコミ評価されていたmy強羅を選んで大正解でした。特筆すべきは料理の品数の豊富さです。夕食も朝食も大満足でした。高齢夫婦と娘もそのおいしさに舌鼓を打ちました。感染対策もしっかりとされていて安心感がありました。次回は春の季節にまた宿泊したいと思います。,2021/11/25
1826,朝食だけでしたが、和洋両方が出てくる豪華な朝食でした！夕食付にしなかったことが悔やまれるくらいです。お風呂はそれほど熱くはなかったです。人数制限しているのもあるでしょうが、他のお客さんと一緒になることもなく、ゆっくり浸かっていられました。強羅駅からすぐのところにあるので、車より電車で行く人におすすめです。ホテルの中にきちんとした売店はないので、お土産等は強羅駅近くのお店で買うと良いと思います。が、午後5時には大半の店が閉まってしまうので、時間にはお気をつけを。,2021/11/22
1827,駅周辺にコロナ渦の影響か、殆ど食事ができるところが無い食事をするなら、宿か箱根湯本駅周辺で食べたほうが良いかもしれないお風呂は柔らかいお湯で良かったです。お風呂に入るときに、わざわざ入口から遠くで脱いで置いておいたのに、風呂からあがったら間違えて履かれてしまったようだった。部屋は広く、朝食もおいしかったです。,2021/10/30
1828,源泉掛け流しの温泉に入りたくて、口コミを見て予約しました温泉は熱めでしたが、慣れれば大丈夫お肌ツルツルになり大満足ですお風呂へ行く用の籠も便利でした浴衣でなく作務衣よのうな部屋着も良かったですお部屋は和室で、清潔、居心地良かったです窓から美しい山が見え、とても癒されました食事は、和食を頂きましたステキな器に盛られ、目にも美味しくお味も良かったです布団がマルハチの至福の眠りというもので、ぐっすり眠れましたひとつ、要望としては、お料理のお品書きがあれば、なお良かったです美味しいけど、これ、なにかな？と言いながら頂いてました強羅駅にも近く、駐車場もあり便利でした夫とまた行きたいねと話してます,2021/7/24
1829,今回初めて利用させていただきました！全体的に清潔感があり、接客してくれた方たちも感じの良い印象をうけました。部屋が広く、アメニティや細やかな場所まで気配りを感じることができるホテルでした。また温泉が源泉かけ流しということもあり大変満足しました。また利用させて頂きたいとおもいます。,2021/7/24
