Unnamed: 0,口コミ,投稿日
5211,箱根は初めての来訪でした。あいにく天気には恵まれず富士山は見れませんでしたが曇り空でも部屋からの景色は、綺麗でした。時間がゆっくり流れている感じがしのんびり過ごすことが出来ました。設備に関しては、古いですが清掃や管理がしっかりされていてあまり気にならなかったです。ドアノブの位置は、海外向け？なのか上にあって使いにくく気になりましたが……それ以外は快適に過ごせました。お料理は、コース料理で量的にもお腹一杯になりましたよ。美味しかったです。小さいですが大浴場もあり温泉旅行としても満足できました。また、伺いたいです。有難うございました。,2018/12/2
5212,父親と一泊しました。芦ノ湖が目の前に見える部屋で、日の入り、日の出を部屋から眺めることができ、最高でした。写真の通りの離れたベッド配置を期待していましたが、くっついていたので自分で離したのは不便でした。家族ですが寝るときは離れている方が気楽です。夕食は、あまり量を食べないためルームサービスにしましたが、非常においしく満足でした。朝食はおいしい野菜を期待していましたが、野菜はイマイチ。パンとコーヒーがとてもおいしかったです。スタッフのみなさんはとても感じがよく、気持ち良いサービスでした。小田原からのバスは快適で、ホテルのすぐ近くに杉並木や恩賜公園もあり、観光に便利です。落ち着いてのんびり自然や景色を楽しむ旅行に最適なホテルだと感じました。,2018/11/26
5213,連休初日の当日予約にも関わらず、スタッフの方々が親切、丁寧な対応をしてくださいました。2歳半の子連れ旅行でどうなるかと心配でしたが、諸々ご配慮頂き、感謝しています。温泉施設も、常時綺麗な状態で、清掃が行き届いていました。機会があれば、また利用させて頂きたいと思います。,2018/11/24
5214,チェックインの対応はとても分かりやすかった。夕食でのスタッフのおもてなしが素晴らしかった。ベッドマットは、少し柔らかかったのが気になった。大浴場は小さいので、入浴を楽しみにしない方が良い。,2018/11/23
5215,お部屋から見える景色は絶景です。いつも違った景色を見ることが出来て楽しみのひとつですね。今回は10月半ば、少し寒くてフロントの方にお部屋の温度を上げてもらえるようお願いしたところ、まだ暖房に切り替わってなく急遽電気ストーブを持ってきてくれました。何事にもきめ細やかな対応頂きましてありがとうございました。今度は１２月頃利用を考てます。お部屋からの冬景色を楽しみにしてますので、よろしくお願いします。,2018/11/7
5216,天気が悪く、富士山を一度も眺めることができませんでしたが、さすが老舗のホテル、ロケーション、料理、アーチ上の高い天井の部屋、とても優雅な時間を過ごすことができました。,2018/9/18
5217,芦ノ湖が目の前に広がり、部屋からの眺めは最高でした。お部屋も清潔感がありとても素敵で、バルコニーも付いていて、そこでずっと景色を眺めていたくなりました。また天気もちょうどよくて、富士山も見ることができてよかったです。朝食のオムレツは、お願いすれば動物の形にしてくれるみたいで、妻はうさぎにしてもらったのですが、とても可愛くて食べるのがもったいない感じでした。スタッフの方の対応もよくて、よいホテルでした。近くに箱根関所や遊覧船乗り場もあり、観光で回るにもいいところだと思います。お風呂はやや狭いため、多くの人が利用しているとゆっくりできないのは残念でしたが、部屋のお風呂もよくて、そこから外を眺めることができるお風呂でしたので、すごく贅沢な時間を過ごさせていただきました。,2018/8/30
5218,今回は大学生の娘が夏休み中なので、何処か行きたいねと言っていて初めての箱根へ出かけてみようという事に、なりまして久しぶりの旅行で宿泊させていただきました。小田原駅からホテルまで直行のシャトルバスがあるので、助かりました。部屋から富士山は残念ながら見る事が、できず残念でしたが芦ノ湖の眺めは最高でした。そしてホテルの前のテラスにも出られて芦ノ湖を、まじかに見る事が出来ます。夜はライトアップもあり綺麗ですよ。夕飯もコース料理でしたが１つ１つ料理を説明してくれて、料理の盛りつけも凄いので娘と2人でスマホの写メで写真を撮ってしまいました。1つ1つの料理も、とっても美味しかったです。朝食もブッフェスタイルでしたが、オムレツを頼むとコックさんが絵を描いてくださり、私は鳥を娘には何とキティーちゃんをオムレツの上にケチャップで描いてくださり、食べるのが、もったいない位でした。温泉も遅い時間なら比較的、空いていますよ。美術館も割引券が部屋に置いてあります。海賊船や遊覧船を乗るなら乗り場が近いので便利ですよ。お世話になりました。,2018/8/29
5219,友達との箱根旅行でお世話になりました。小田原駅までの送迎もあり助かりました。残念ながら霧がかかっていて富士山は見えませんでしたが、部屋の大きな窓から見える雄大な景色に優雅な気分になりました。スタッフの皆さんも感じ良く、また利用したいなと思います。,2018/7/28
5220,年に何度か箱根へ行きますが、芦ノ湖方面は車で行くとき以外はなかなか足が向きません。ですが、小田原駅より無料送迎バスがあるとこのとで、そちらを利用させて頂き大変に助かりました、館内は、デザイナーさんのこだわりが感じられる素敵なホテルです。部屋は大きな窓がありとても明るく、天井が高いので圧迫感はありません。何より、部屋からの芦ノ湖畔の眺めに圧倒されます。とても清々しく、ゆっくりと時間の移ろいを感じながら過ごせました。リピート間違いなしです。温泉の浴場は清潔感はありますが、小さめで数人はいると少し窮屈感があり、あまりゆっくりとは浸かりませんでした。 1点気になったのが、エレベーターの中のモーター？のにおいです。素敵なホテルなのにこれだけは残念でした。朝食は各種美味しく、チーズオムレツをウサギの形に作っていただき、年甲斐もなく喜んでおりました。今度は両親を連れて伺いたいと思います！,2018/7/26
5221,芦ノ湖と富士山を眺められるお部屋でのんびりリフレッシュ出来ました。建物は古さを感じるところもありましたが、清潔感があって気になりませんでした。フロント、駐車場、清掃等のスタッフの対応は大変良かったです。ただ、別途アンケートでお伝えした、食事の際の給仕については改善を期待します。総じてよい滞在となりました。ありがとうございました。,2018/7/18
5222,初めて利用してからは、私のお気に入りのホテルのひとつです。ホテルから見える綺麗な景色に、ホテルの方のおもてなしに心和むホテルです。前回のコメントに、部屋でコーヒーが飲めると良いなぁと書かせて来ました。お部屋に着きお茶を入れようと思ったら、なんとドリップ式のコーヒーが置かれていたのをみて、素晴らしいって感動しました。私のわがままなコメントに対応頂きまして、ありがとう御座いました。また利用させて頂きます。,2018/5/26
5223,いつも、心休まるホテルです。部屋も料理も爽やかな気持ちにさせてくれるお気に入りのホテルです。夕食のお肉が少し味が淡白過ぎて、多少物足りなさをかんじました。スタッフの心遣いも洗練されていて、心地良い限りです。,2018/4/23
5224,リピーターです。前回、残念な事ばかりあり躊躇しましたが、やっぱりここかなと思って予約。残念だった部分は、数か月の間に改善されていて、対応の早さに好感。スタッフさんの努力だなぁと思いました。泊まった部屋は、部屋のお風呂から真正面に芦ノ湖と富士山が見え、景色を独り占め。素晴らしい。ついでにジェットバス仕様だった。大浴場はこじんまりしてますが、ちょっと時間をずらせばのんびり入れます。洗い場がリニューアルされていて前より使いやすくなっていた。朝食のバイキングは、富士屋ホテル名物のカレーが食べられるのが魅力。別料金だけどSNS映えしそうなフレンチトーストが追加できるのを発見。今度食べてみたいなと。ひとつ気になったのは、箱根周辺で対応しているキャリーサービス。このホテルでも使えるけれど、チェックアウトの時間よりも早く集荷が来ること。時間に間に合わず利用できなかった。多分、案内はしているのでしょうけれど、わかりにくいのでしっかりアナウンスして欲しいなと思いました。何はともあれ、また行きたいホテルです。,2018/4/3
5225,ホテルやお部屋からの眺めを楽しみにしていましたが、残念ながら滞在中は曇りで富士山は見ることができませんでした。ホテルからは海賊船乗り場や箱根関所も近く、自然に囲まれて箱根湯本とは違ってゆっり過ごすことができました。お料理もおいしく、ホテルの方もとても親切で気持ちの良い接客をしていただき満足ですが、大浴場や露天風呂の大きさや景観は期待していただけに少し残念でした。,2018/2/25
5226,今回は最上階の部屋に泊まれて　最高でした部屋から　芦ノ湖　富士山が見えて　良かったです朝　箱根神社に参拝に行こうとしたら　レンタカーに雪の結晶がのりホテルからお湯をもらい　やっと　車のワイパーが動きました芦ノ湖周辺の寒さは凄いね朝食は美味しく頂きました　ロケーションは良いですね　どこに行くにも便利ですスタッフ方も良かったです温泉もちょっと狭いけど　お湯はほのかにイオウの香りがしてちょっとした温泉三昧（＾ν＾）次回も泊まる予定です,2018/1/15
5227,レイクサイドの部屋で、真ん前に芦ノ湖が見えて、真ん前の山で少し隠れているが、富士山が見えて最高でした。遊覧船の港が真ん前にあり部屋のプライバシーは少し気になりました、朝食のオムレツは非常に美味しかったです。夕食は、素材はよかったが少しボリュームにかけていたかなと感じました。,2018/1/5
5228,何回利用するさせて頂いてます。ひとり利用の時は、ゆっくり過ごせるホテルを選んでます。お部屋からは芦ノ湖一望の景色がスクリーンの様に見え日頃の疲れを忘れさせてくれるひと時の時間です。ホテルも静かでスタッフのかたも丁寧な対応で安心して利用できます。ひとつお願いできるとしたら、お部屋でコーヒーが飲めると良いなと思います。また癒しの時間に利用させて頂きます。,2018/1/4
5229,箱根で初めて宿泊したホテルを久しぶり訪れました。あれからだいぶ年数は経っているのですが、あまり古さは感じません。大事に使っているなぁと感じました。部屋からの芦ノ湖の景色は素晴らしく、紅葉には少し早かったですか、充分楽しむ事ができました。お食事の量もちょうど良く、とても美味しかったです。お風呂ですが、確かにそんなに広くはないかもしれません。露天風呂と言っても、内風呂の窓から外が見えるといった感じですし。でも昔はお風呂が一つしか無く、苦労したのを覚えているので、かなり進歩したなぁと思いました。ゆっくりのんびり出来ましたので、また泊まりに行きたいと思います。,2018/1/1
5230,部屋から芦ノ湖と富士山が見える、最高のロケーション。部屋も広くて、入った瞬間は感動！ただ、落ち着いて見るとあちこちで不備がありました。室内ドアのドアノブが古くて、しっかり閉まらない。トイレの音が部屋に筒抜け。空気清浄機のフィルターの汚れが酷い。料金もロケーションも高級ホテルなのにメンテナンスがされていないのが残念でした。また大浴場も狭く、4人以上入ったらむさ苦しい感じです。評価は満足ですが、微妙な満足かな。,2017/12/25
5231,窓からの眺めは、とても贅沢な気分になれました。立地もすばらしく旅行のステキな思い出になりました。売店で見つけたショルダーバッグがとても使いやすくて、よかったです！,2017/12/2
5232,久しぶりに「箱根ホテル「」を訪れました。今回も、旅の目的は「芦ノ湖と富士」の風景を楽しむことでしたが、結論大満足、おまけに、澄んだ空気の夜空に、「流れ星」まで見ることが出来ました。食事は、夕朝食共、素材を充分生かした料理で、朝は、芦ノ湖を眺めながら、美味しくいただくことが出来ました。温泉は、オーソドックスな硫黄泉で、コスト問題がありますが、「泉質」を充分に活かせる施設の改善が必要のようでした。アクセスも良く、周りに楽しむ施設も数々ある箱根の宿に、季節を変えて再訪を計画しています。,2017/11/20
5233,毎年恒例の箱根紅葉season旅、今回一泊目は、仙石原に一泊二食付きで、大変満足でした。二泊目は、わたしのリクエストで、芦ノ湖の景色見たかったので、富士屋ホテルレイクビューアネックスのスイートルーム二食付きを利用させていただきました。正直に、老舗のホテルなので、施設の老朽化は全然気にしてなかった。清潔感があって、景色も最高でした。でも、チェックインした時、案内してくれた男性スタッフさんの対応が、本当に大変失礼だった。部屋の説明も適度過ぎて、なんか目上からの目線で、まるでこのホテルは、彼自分のものみたいで、ちょっと意味がわからないでした。料理は、夕食はフランス料理なのに、フランス料理の感じ全然〜〜パンも一種しかなかった。スタッフさんは大変忙しくて、サービスはまあまあでした。料理説明してくれた時、なんと指差し！これはヤバすぎる。客様に対し、これは絶対やってはいけないものでした。味は普通でした。多分わたしと主人の口に合わなかった。人それぞれなので、この評価は個人的なものでした。朝ごはんはビュッフェタイプで、種類は少なかったけど、味全体美味しかったです。シェフライブキッチンで作ってくれたミッフィちゃんのオムレツは美味しくいただきました。ありがとうございました。チェックアウト12時ということで、のんびりできました。ありがとうございました。プラン内お土産も頂きました、ありがとうございました。チェックアウト時も、態度傲慢のあの方もいらっしゃったので、客様の目に見ずに、「ありがとう」って超適度な挨拶でした。富士屋ホテルグループのレベルは、今回拝見致しました。唯一サービスは良かったのは、ラウンジでウェルカムドリンク作ってくれた女性スタッフさんです。ありがとうございました。正直に、二度と富士屋のブランド利用するつもりはありません。,2017/11/19
5234,毎年、芦ノ湖でワカサギ釣りをする時の定宿で泊っています。お風呂が綺麗になってとても使いやすくなったと思います。部屋の広さは言うまでも無く、広くて、目の前に芦ノ湖がどーんと広がる風景はとても気持ちが良いです。帰りも小田原駅までの無料送迎バスは本当に助かります。1日3便出ていますが、人気があるので予約をしないと乗れない時があるかもしれませんので必ず予約必須です。,2017/10/10
5235,小田原から送迎があり、アクセスが良かったです。夕食は、イタリアン店まで散歩がてら食べに行きました。朝食は、品数は少ないですが、個々に美味しく、特に新鮮なお野菜とオムレツがおいしかったです。湖畔を見ながら食べる朝食は、優雅な気分になります。マイナス点は、大浴場が狭いこと。部屋のトイレが少々匂うこと。チェックイン・アウト時のスーツケースを運ぶ際、もう少し丁寧に扱ってほしいこと。また、機会があれば利用したいと思います。,2017/9/16
5236,彼氏との旅行で利用させていただきました！フロントスタッフさんが感じよく対応してくださったので、とても良い印象でした。部屋のドアも大きくリッチな気分が味わえます。ディナーは、とても素敵な雰囲気の中 食事ができます。,2017/8/27
5237,３部屋7名の利用で急遽1室にエキストラベッドを利用させていただきました。電話での相談も気持ちよく対応していただき嬉しかったです。スタッフの方々のサ−ビスマインドは高いものを感じました。赤ちゃん、小学生、高校生を交えたファミリー旅行でしたが気持ちよく滞在でき、皆が喜んでくれました。温泉スタッフのおじいさんも湯加減などを聞かれサービスの暖かさがありました。朝食バイキングは2500円位でも良いので？デザート、フルーツなどを少しレベルアップされたらよいのではないでしょうか？建物は古くても十分にメンテナンスされており、天井高も高く快適に過ごすことができました。機会をつくりまた利用させていただきたいと考えています。お世話になりました。,2017/8/25
5238,老朽化した施設ながら丁寧なメンテナンスをして客を迎い入れているのが ヒシヒシと伝わりましたが、喫煙者も客だというカンタンな事実を忘れ入り口脇に灰皿を２箇所設置する安直な対応には心底驚かされたm(__)mいまどきの名のあるホテルは、当然のコトながら 喫煙スペースにも失礼が無いような対応をしている…夕食には唸らせながら 朝食のバイキングスタイルのお粗末さは 富士屋グループとは思えぬスタンスだった 苦笑い  芦ノ湖を目指す顧客らを もう少し大切に扱って欲しいと実感する次第デスm(__)mサービスとは 経費の不要なおもてなしの姿勢を言うコトなり〆,2017/8/24
5239,ホテルが芦ノ湖の畔に立っているため、部屋の真ん前が芦ノ湖でした。景色を遮るものがなく、芦ノ湖や箱根の山々を見ながら、ゆっくり過ごすことができました。天気は残念ながら曇りだったのですが、早朝に一瞬青空が広がり富士山を見ることができたので、大満足です。温泉が狭いのが少し残念ですが、ホテル全体は清潔感があり、部屋も広く天井も高くて、 とても良かったです。受付や予約時のスタッフの対応も丁寧で好感が持てました。また、天気の良い日に利用してみたいです。,2017/8/6
5240,急に思い立って 宿探し目的の花火見物に合わせて 探したため 随分と贅沢なホテルになりました（笑）お部屋詳細に 湖を 正面には望めない。と ありましたが  充分に 景色に癒され 気持ちの良い時間を過ごせました。大浴場?とまでは 言い難いですが 広いお風呂もあり（二ヶ所×二種）湖側は なかなかの景色でしたよ。フロントの方も丁寧な説明と対応でした。丁寧な為か（笑） 少し時間がかかるかなぁ……でも 待たせる事への 気配りも有り 流石〜〜といった感じです。強いて言えば 古い為か 部屋の浴槽の壁にひびが有り赤茶色のシミダレが ちょっと気持ち悪かったのと トイレのレバーが 重かった事でしょうか。,2017/8/2
5241,とにもかくにも景色がすばらしいです。芦ノ湖の湖面を遊覧船が行き過ぎるのを間近に眺められます。近くの山々の緑も含めて、まるで絵葉書のように美しかったです。宿泊したお部屋は、レイクビューダブルルームというだけのことはあり芦ノ湖を独り占め気分になれるという評判通りの眺めでした。お部屋のエアコンはONかOFFだけで調整はできません。宿泊当日はOFFにしても肌寒かったので、残念ながらあまりよく眠れず、ちょっと困ってしまいました。バスルームは広くて窓からの眺めも良いのですがカランでお湯を一番熱い設定で出しても、バスタブにお湯が溜まった頃にはぬるくなります。冬場は厳しいだろうな....と思いました。ひとりなので大浴場へ行くのが億劫で行きませんでしたが、行っておけばよかったと後悔。夕食はルームサービスでカレーやサラダを頂きました。盛り付けもキレイで美味しかったです。朝食は9時30分までという事で9時頃行ってみましたがお料理の残りが少なくなったころで、生野菜とジュースを頂いてお部屋へ戻りました。今回は、美しい景色が見ることが最大の目的だったのでその点においては満足できたので良かったです。お部屋のエアコンや水まわりについては、気にならない方もいらっしゃるとは思いますが私には合いませんでした。,2017/7/29
5242,あちこち旅行してますが、ここの食事は最高レベルでした。結婚式でもなかなか出てこないレベル！目の前で作っていただいたクレープシュゼットに感動しました。とてもよい思い出になりました,2017/7/24
5243,母と二人旅行で利用しました。夕食、朝食どちらも大変美味しくいただきました。以前宿泊した時にはなかった新しいお風呂も、掃除がよくされていて清潔で、木持よかったです。こちらのホテルに泊まったときに以前も感じましたが、スタッフの皆様がとても感じがよいです。みなさま一人一人が笑顔で丁寧に対応してくださるので、ホテルで過ごす時間が大変ここちよいです。,2017/7/18
5244,芦ノ湖の辺りで　部屋からの眺望は最高でした（晴れていれば絶景かも）朝食も大変美味しかったです　程よい内容で〜ドアのノブとか　洗面台の位置が高い　私には不便でした背の高い人にはよいかも箱根の相場を考えれば　このホテルしか選択肢はないね　この値段　内容ではロケーションも悪くないし温泉　結構良かったです　広さはないけど満足でした　次回もお世話になります,2017/7/6
5245,部屋の大きな窓から見える芦ノ湖の景色が素晴らしく、ゆったりした時間を過ごせる宿です新設された温泉浴場からも芦ノ湖が一望でき、リラックスできます,2017/6/26
5247,彼と箱根に行きたくて、口コミを見て良さそうなこちらを利用させていただきました。館内は年季が入っていて少々荒が目立ちましたが、それ以外は良かったです。スタッフさん皆カンジ良く、朝食も美味しかったです。ただ、お風呂が狭いのが残念。デザイン性を重視されたのでしょうか？もう少し広いと良いですね。お部屋からの眺望、ビューバス最高でした。また利用させていただきます。,2017/6/19
5248,旅行の2日前まで雨予報..。まぁ6月ですから仕方がないと思ったら快晴！！ホテルにふた部屋しかないレイクビューダブルの本領発揮！！芦ノ湖を真下に富士山を真正面に見る窓が大きい！バスルームからはまるで銭湯の壁画のように富士山！！！バスタブにつかりながら夫婦ふたりシャンパンで乾杯しました！！目の前を行く海賊船から恥ずかしい姿を見られたかも(笑)。夕飯は元箱根まで20分散歩しラ・テラッツァでイタリアンをワインで堪能、ステーキ、アクアパッツァ、ピッツァ旨し！でもホッテルの朝ごはんブッフェは品数少なく、期待して並んで食べたオムレツは卵の味がせずガッカリでした。液卵でも使っているのかしら？朝ごはん以外は満足のホテルでした！,2017/6/16
5249,主人が左手が少し不自由でフレンチの食事では私の手助けが必要なのですが、何も言わなくてもすぐに気づいて下さりパンやお料理を主人のために食べやすくカットして出して下さり私も食事が楽しめ大変助かりました。他のホテルでもそのようなサービスをして頂いたことはありますが、一度目の食事でなおかつ食事を初めてすぐのサービスでしたので驚きました。ありがとうございました。お部屋も窓が大きくレイクビューで気持ちよく過ごせました。朝食の品数が少ないように感じました。ティーサロンの芦ノ湖ロールもおいしかったです。また宿泊したいです。,2017/5/9
5250,1)  外観が古くなりましたね。手をこまめに入れて行く方針を持って欲しいですね。2)  女性スタッフの努力で、サービスの好感度は高くなってると、感じます。男性陣の、一層の頑張りを期待します。3)  食事もドリンクも、美味しく頂きました。子供づれの煩さは、相当なものです。4)  富士屋ホテルも見直しました。女性スタッフの頑張りが、頼もしい。,2017/5/4
5251,芦ノ湖周辺の観光・散策の拠点にさせて頂きました。すべてが上質で、ホテルから出掛けるのがもったいない位です。湖畔庭園のベンチに腰かけて風景を眺めていると、帰るのがいやになります。,2017/4/29
5252,初めての箱根旅行で利用させていただきました。温泉は小さかったですが、夜も朝も貸し切り状態でくつろげました。食事は外食にしましたが、近隣のお店が閉まるのが早くて車で遠くまで出かけなければなりませんでした。接客サービスは素晴らしく、部屋から芦ノ湖が一望出来たことが最高の思い出になりました♪,2017/3/14
5253,リュックに本とハイヒールを詰めて箱根ホテルへ・・・一面の芦ノ湖、たまに目の前を通り過ぎる鳥を目で追いながらの読書三昧。ちょっと古くなりましたがモダンな建物に部屋の調度類、その時々で趣向を凝らした食事に素敵なホテルマン・スタッフの方々・・・ホテルに求めるものが《箱根ホテル》には詰まってます。又、次回伺うのを楽しみにしてます。,2017/3/8
5254,予約したプランの喫煙ルームが空いていないということで、グレードアップしたプランでご案内して頂きました。とても広々としたお部屋で、天気が良くなかったのが残念でしたが、窓からの景色もとても雄大でのんびりとした時間を過ごせました。空調の調整がいまいち効かなかったところが少し残念な点だったかと思います。フロントの方はもちろん、清掃の方などの対応もとても良く、気持ちよく過ごせました。,2017/2/24
5255,行きは、楽チン無料送迎バスで、あっという間に、美術館のようなお洒落なホテルに到着し、ビックリ！更に、お部屋からのあまりにも綺麗な湖の景色に感動…富士山と湖が真正面に見えて、最高な景色で、お部屋も広く、お風呂も、食事も、接客も、満足でした♪帰りは、海賊船&ロ−プウェイに乗り、かなり、良い旅でした♪又、違う季節に、リピートしたいです♪,2017/2/20
5256,箱根へは何度か旅行に来ていましたが、今回初めて宿泊させて頂きました。まず、接客サービスは素晴らしかったです。さすが老舗ホテルだなと感じました。食事は朝食のみ頂きましたが、種類が豊富でどれも美味しく、朝から食べ過ぎてしまいました(笑)温泉はやや小さいですが、タイミング良く貸しきり状態で、ゆっくりと疲れを取る事が出来ました！一番良かったのは、部屋から芦ノ湖と富士山が一望出来たこと♪朝の景色は本当に素晴らしかったです！今度は家族と利用したいと思います。,2017/2/18
5258,初めて利用しました。部屋からの景色は素晴らしかったです。しかし、とにかくグラスが汚く……残念の一言です。ウェルカムドリンクのグラスも夕食のときのグラスも汚かったです。美味しい食事も飲みものも台無しです。富士屋ホテルグループとは驚きました。,2017/1/29
5259,素晴らしい。素敵な宿でした。文句なしです。コストパフォーマンス、クオリティ、清潔感、申し分ないです。,2017/1/10
5260,娘と2人、年末年始の疲れを癒しに訪れました。静かにゆっくりしたいと思いこの宿を選びました。気になったのは隣の部屋の方がオートロックが面倒なのかわかりませんが、部屋のドアチェーンをドアに挟み出入りされていたので、その都度こちらの部屋に響くドーン！ドン！の音。午睡もままならず。なおかつ最終日は12時OUTでしたので朝食→お風呂→二度寝を楽しむつもりでしたが、すでにOUTされた部屋のお掃除でしょうか、またしてもドーン！ドン！。また、勘違いされた男性の掃除スタッフがいきなり部屋に入って来た！この２つは本当に残念でした。立地や眺望が素晴らしく静かな環境であり、それを求めて伺ったので。12時OUTのプランがある以上は配慮が欲しかったな。食事や環境、スタッフの方々、コスパは最高ですから大満足でした。また伺います。ドーン！ドン！はもう勘弁してほしいけど（笑）ありがとうございました。,2017/1/9
5261,接客もお仕着せがましくなくそれでいて知りたいことには、的確に返答してくれます。部屋からの眺めも良くホテルそのものに落ち着いた雰囲気もあり、食事も美味しく不満を感じませんでした。チェックイン時にお風呂が狭いこともホテル側から知らされていました。何事も客に知らせる姿勢に誠意を感じました。,2016/12/29
5262,以前も何度か利用していますが、ベッドのマットがいいのかぐっすり休めます！何より、お料理が美味しくて満足です（＾ν＾）朝食のオムレツは、子供が喜びそうなキティを形どり、、、感激しました^ - ^スタッフ方も感じが良く、また、行きたいとおもいます！！残念だったのは、お天気が悪くて夜は外が全く見えなかった事でした。温泉は綺麗でした！！,2016/12/25
5263,スタッフの方も親切でしたし、夕食・朝食もとても美味しくて満足でした。女子4人で駅伝コースを走ろうということで泊まりましたがあいにくの雨でした。スタッフの方が走り終わって帰ってきたとこタオルを持って出てきて下さいました。とても有難かったです。感謝、感謝。今度は夫と行きたいと思います。,2016/12/23
5264,記念日の宿泊でした。チェックインの時に、おめでとうございます、とフロントの方に声をかけていただき、とても嬉しかったです。ありがとうございました。館内の雰囲気は素晴らしくて、最高の気分に。朝食もこだわったメニューが並び、ありきたりのものは無くて、楽しく美味しくいただけて大満足です。ありがとうございました。また是非泊まりたい宿です。,2016/12/12
5265,とても雰囲気のよく、景色のきれいなホテルでした。夜遅くについてしまったのに笑顔で受け答えいただき、とても丁寧な接客をしていただきました。芦ノ湖に面しているので、朝、夜ととても景色がきれいで、つい窓から見入ってしまいます。恋人や夫婦での記念日旅行に最適なホテルだと感じました！,2016/12/11
5266,芦ノ湖見たくて決めました。予約した喫煙部屋が満室だからとｸﾞﾚｰﾄﾞｱｯﾌﾟした部屋に変更してくださりﾊﾞﾙｺﾆｰ付の芦ノ湖目の前♪凄く優雅な気持ちでﾕｯｸﾘ出来ました。夕食は美味しかったけど量が少し少く…ﾎｰﾙの方々が小まめにﾃｰﾌﾞﾙﾁｪｯｸに来るので落ち着いて食べたり呑む事が出来ず…ﾙｰﾑｻｰﾋﾞｽを頼み部屋でﾉﾝﾋﾞﾘ呑みました♪朝が苦手なので朝食を昼のﾗﾝﾁに変更（追加料金あり）して頂いたりと芦ノ湖を満喫しました♪ありがとうございました♪ﾁｪｯｸｱｳﾄ後も駐車OKで観光も出来ました。,2016/11/25
5267,芦ノ湖畔に佇むステキなロケーションのホテルです。箱根関所跡や遊覧船乗り場、バスステーションが徒歩１〜２分なので観光には便利。まさに箱根の入り口ですね。きれいに手入れされた中庭ごしに望む湖と山、その向こうに初冠雪の富士山。富士山は手前の連山から頭の方が見えるだけなので、冬化粧した富士山らしい姿をもう一度みたいです。フロントの方がとても感じよく、雨の中の来訪を労っていただきました。部屋は天井がドーム型でとても高く、広さと開放感があり、また清潔でした。ホテル内のどこに行っても清潔で手入れが行き届いています。バスルームにトイレがあるのですが、利用頻度で考えれば扉の勝手が左右逆だとトイレを利用しやすいと思いました。お料理はフレンチのコースながら和の味付けを織り込み、舌にも胃にも優しくて美味しかったです。オードブルやメインのお魚料理が趣向を凝らしていて、新鮮な味わいでした。提供ペースはせっかちで食べるのが速い私に合わせてサーブしてくださるので、一人客にありがちな手持ち無沙汰感なく楽しめました。風呂は眺望については期待できず、またこじんまりと小さいですが、洗い場と浴槽の間に衝立を置くなどさりげない心配りが利いていて気持ちよく利用できました。翌日は男女入れ替えでもっと小さい風呂場になり、朝風呂に来た人たちで露天風呂がいっぱいになっていました。内風呂で諦めたのが心残りです。宿泊当日があいにくの雨だったので、次は晴れの日に誰かを連れて再訪したいと思います。,2016/10/28
5268,箱根のメッカ、芦ノ湖のほとりで、観光船や海賊船の乗り場に隣接し、関所など各種記念館も近く、立地は最高でした。ホテルは綺麗で部屋も広く、大きな窓からは芦ノ湖や富士山が見える、、、予定でした。天候が悪く富士山は拝めませんでしたが、それなりに堪能できました。接遇については洗練された温かみのあるホテルスタッフさん達で気持ちよく過ごすことができました。次回は富士山が見える確率の高い冬に来てみたいと思いました。,2016/10/11
5270,食事、接客などは大変満足しました。お部屋も広くのびのび出来て良かったのですが壁紙が剥がれている箇所がありちょっと残念でした。今度は、1泊でなくもう少しゆっくり宿泊したいです。,2016/9/27
5271,今回は、日頃の疲れを癒すために利用させて頂きました。お部屋に入ると広々とした空間の中に素晴らしい景色が部屋全体に見え、時間の経つ事を忘れてしまいそうでした。また、ホテルの方の丁寧な接客で安心して、ゆっくり過ごす事が出来ました。今度は紅葉の時期に利用したいと思ってます。,2016/9/20
5272,歴史あるホテルだけあって、内装や調度品などがとても立派でした。90年代にこの建物になったということで、何となくその時代のぜいたくさを思い起こさせます。接客もエレガントで、とても快適にすごすことができました。乗り物大好きな3歳8歳の男の子を連れて、新宿からロマンスカー、登山電車、ケーブルカー、ロープウェー、そして海賊船と乗りついで到着しました。海賊船も遊覧船もホテルのすぐそばにつくので、とても便利です。近くにバスターミナルもあります。お部屋のバスタブは大きく、子どもをお湯にゆっくり浸からせることができました。子連れでバータイムのラウンジを利用して夕食をとりましたが、カレー、焼き鳥丼、ナポリタン、サラダなど５皿頼んで、1万円弱でした。湖を見ながらの食事、お味も雰囲気もよかったです。,2016/9/19
5273,台風直撃でしたが、ホテル内はとても静寂でした。食事も大満足で程よい量。温泉から見える芦ノ湖にも癒されました。,2016/9/3
5274,家族旅行で利用させていただきました。部屋、食事、そしてスタッフの行き届いた仕事ぶりに素晴らしいホテルだと実感しました。また、違う季節に利用させていただきたいと思います。,2016/8/28
