Unnamed: 0,口コミ,投稿日
2361,友人と２人で宿泊しました。総合としては◎！食事内容は平均でしたが、コストパフォーマンスをすれば充分！■風呂クチコミを見て、お風呂の場所が離れている事にやや不安を覚えていましたが、本当にすぐ側なので不自由はせず。ただ屋根がないので、二度目は雨にて断念。施設から屋根がついていたらいいのにと思います。■食事夕飯は平均的な和よりの和洋折衷でした。普通に美味しくいただきました。朝食はもう少し種類があると嬉しいかも。■部屋清潔感があり良かったです。ただ洗面においてあった石鹸が使いかけの事、鏡の下の壁紙がはがれかけていたことが少し気になりました。トータルでは満足度100点！また、平日を狙って行きまーす！,2008/4/30
2362,今回団体で利用させていただきました。接客は非常によいのですが、引いてくれると思っていた布団を引いてくれないこと（チェックインのときに一言セルフサービスの旨伝えてほしかった）やこの値段では仕方がないことかもしれませんが、料理がいまひとつなところなど、不満が残りました。お風呂はガイドブックに載るような新しく広いお風呂で満足できましたが、サービス面で辛目の評価とさせていただきました。宿の方の接客時の対応は非常に丁寧で満足させていただきました。,2008/4/28
2363,足の悪い母を連れて行ったのですが、ベッドだったのでとても助かりました。部屋も和室と洋室の二間つづきで、1万円以下とは思えない位でした。また是非箱根に行く時は利用したいと思います。,2008/4/28
2364,送迎バスから降りて箱根の森おかだまでの行き方に迷ってしまったのでホテルおかだの入口に立っていた方に聞いたら溜息と薄ら笑いでめんどくさそうに案内説明をされて少し不愉快でした。彼もさすがに怒ってしまいました。ですが、お値段の割に部屋も広くて、お風呂は別館でした湯の里の温泉はとても満足でした。朝食も大変美味しくいただきました。,2008/4/27
2365,隣接するお風呂にはすぐに行けて湯冷めすることもなく気軽に利用できました。ホテルおかだのお風呂も気持ち良く、脱衣所もきれいでした。この金額で２食ついていて、お風呂も入り放題というのはとてもコストパフォーマンスが高いと思います。接客態度もよく、大変満足です。１点だけ改善してほしいのは朝のお風呂の受付が８：３０で終わってしまうこと。１０：００チェックアウトなので、せめて９：００までは受け付けていただけると嬉しいです。,2008/4/27
2366,ホテル岡田の大浴場を利用できてとても満足でした。（温泉）,2008/4/27
2367,夕食は舟盛り付きのプランにしたので、ボリュームもあり美味しく戴けました。お風呂は湯の里とホテルおかだと両方入りましたが、湯の里はスパ感覚で清潔で気持ちよかったです。ホテルおかだの方は、湯の里より若干アメニティが豊富で、お風呂はスタンダードながら広く、ゆったり利用できました。ご飯もお風呂も楽しめて、お得だったと思います。,2008/4/27
2368,お風呂はたくさんあってとても楽しめました。夕ご飯もおいしく量もちょうど良かったです。けれど朝ご飯は種類が少なく、洋食がないのには残念でした。欲を言えば駅からもっと近ければよかったなって感じですが総合的には満足です。お風呂重視の人向きの宿だと思います。,2008/4/22
2369,夕食とてもおいしかったです！量も程よく、味も抜群でした。朝食はバイキングでしたが、まず『かます』の塩焼きだけは必ず食べなければいけないらしく、しかもさめてて身が固くなってしまっていたのが残念です。温泉は室内大浴場１つ　露天が６タイプありとても満足しました。まわりは森に囲まれており、鳥の声がとても綺麗で神秘的でした。とてもリラックスできる空間だと思います。,2008/4/22
2370,隣接している湯の里のお風呂に入り放題だったのが良かったです。母と二人旅だったのですが、女同士と言う事もあり長居したり何度も入りに行ったりしました。平日の夜で人も少なく、貸切みたいで大満足！星も見えてとってもくつろげました！！夕食はもっと量がほしかったかな。朝食は焼き魚以外バイキングだったので気兼ねなくいっぱい食べられて良かったです。,2008/4/19
2371,夕食は少し寂しい感じでしたが朝食は１０００円プラスしてホテルおかだのバイキングにしたので満足でした。湯の里の併設・館内至る所に飾られた生花・過剰過ぎないサービスなどが居心地良かったです。一つ残念だったのは、壁が薄いのか隣室の子どもの声が響きました。逆にこちらからも騒音で迷惑かけていないか気になりました。でも、全体的には○だったので友人知人に話すとみんな知っている宿だったのでびっくりしました。,2008/4/19
2372,本当に行って良かったと思います。,2008/4/19
2373,先日お世話になりました。この値段でたくさんのお風呂に入れるのは、大変いいと思います。食事の方も、品数こそ少ないものの、量は満足でした。ただ、ほかの方も書かれていましたが、部屋の壁がちょっと薄かったですね。しかし、自分的にはコストパフォーマンスは大変良いと思います。,2008/4/18
2374,値段の割に部屋も広く、特にお風呂には大満足でした。また機会があれば利用したいです。,2008/4/17
2375,低予算で、全てにおいて、大満足な宿泊ができたコトに感謝感謝です♪（贅沢をいうと自販機のビールとホテルの珈琲が高かったです。ｗ）ぜひまた利用させて頂きたいと思います！,2008/4/16
2376,お風呂は近くの湯の里とホテルおかだと両方の利用が可能でよかったです。朝食がメインのお魚とご飯、お味噌汁以外はバイキング形式でした。バイキングの料理の所に料理の簡単な説明があると、いいなと思いました（地元名産のものとかも有りそうだったので）。あと、お魚が温かくなかったのが残念でした。宿泊日と誕生日が重なり、宿にケーキの購入を事前にお願いしたのですが、快くお引き受けいただきありがとうございました。,2008/4/15
2377,大概、写真より貧弱だったり、汚かったりするものですが、部屋も広くて綺麗だし部屋から山にちらほら桜の花が見えて素晴らしかったです。母と妹と久しぶりの水入らずの旅でしたが、母がとても喜んでくれました。お風呂は、別棟と聞きチョッと不便かなと思ったのですが、すぐ目の前で不便は感じませんでした。（合計４回も入っちゃいました(^^)v）夕食は、美味しかったのですが、若い人や男の人には量が少ないかな(^_^;)　朝食は焼き魚以外はバイキングでおかゆも有り大好きな温泉卵も食べ放題(^^♪塩辛も美味しくて夕食よりいっぱい食べちゃいました。夜中にお風呂に入れないのが残念でしたが、値段も安く、仲居さんのお世話も無いので気楽に楽しく大満足でした。,2008/4/14
2378,部屋は清潔でしたが隣の部屋の音や声が少し気になりました。お風呂はホテルから外にでるのが少し面倒ですが露天風呂の種類もあり楽しめました。食事は値段相当だと思います。夕食はもう少しボリュームがあるとよかったです。朝食は種類もあり満足でした。,2008/4/13
2379,いろいろな評価を参考に行かせていただきました。室内もきれいでよかったです。お風呂もたくさん入れてとても楽しかったです。貸切風呂はいっぱいではいれなかったのですが、お風呂自体があんまりこんでいなかったのでほとんど貸切状態だったので問題なかったと思います。二日目のオプションでお風呂に入り放題だったのですが、メンテナンスの為入れなかったのは残念でした。でもお詫びに粗品をいただいて、心遣いがうれしかったです。また箱根に行く際はうかがいたいとおもいました。,2008/4/13
2380,母娘２人旅で利用しました。格安だったので少し不安がありましたが、到着してみて驚きました。清潔感溢れていて、空の冷蔵庫や、給湯室など、お客さん側の目線に立った心配りが行き届いている宿だなあと感じ、母と感激しました。部屋からの見晴らしもよく（すぐ前は駐車場でしたが座って眺める分には問題ありません）遠くの街の夜景がきらきらして綺麗でした。お風呂ですが、湯の里は夜のみ行きました。こちらは照明演出がすばらしく幻想的な雰囲気を楽しめました。ホテルおかだはお湯が良く何度も入って、心身の疲れがとれました。夕食なしのプランでしたが、ホテルおかだのB１階にあるラーメン屋さんが、とてもおいしかったです！コストを考えると、言う事なしで大変満足でした。とっても気に入ったのでまた近々利用させていただきます。これからも清潔な宿でいてください。お世話様でした。,2008/4/11
2381,隣の声が筒抜けで、夜中の三時ごろまで大声で笑い声がうるさく、寝られなかった。部屋は、なかなかきれいだった。夕食は品数、質ともよくなかった。チョコフォンデュは、よかった。,2008/4/10
2383,今回家族三人で利用させて頂きました。温泉の方は何回か利用させて頂いた事はあったのですが、宿泊は初めてでした！ですが値段の割には満足出来ました！また是非利用したいです。,2008/4/9
2384,一泊二食であの宿泊料金からすれば思っていたより美味しい夕食でした。朝食をバイキングに変更しておけばよかったかな？と少し後悔しております。露天風呂は口コミ評価が高かったので期待しておりましたが、期待通りで星空を眺めながらゆっくり満喫させていただきました。また是非行きたいと思います。,2008/4/8
2385,お風呂がたくさんあって楽しかったです！駅からもバスが出ててよかったです(^^)v,2008/4/8
2386,母と娘（１０ヶ月）の３人で宿泊しました。事前にクチコミに目を通していたので、箱根の森から本館への移動、お風呂場へは一度館内から出なくていけない事も苦ではありませんでした。お部屋も想像していたよりも広く、シンプルで清潔感があり、逆に子連れの私達には良かったです。お風呂（本館・湯の里共に）の脱衣所にはベビーベッドがあり、また、夕食時には子連れだと配慮してくれて座敷にしてくれて本当に助かりました。湯本駅から近く、お値段もリーズナブルでしたし、娘の初旅行の良い思い出が作る事ができました！,2008/4/7
2387,ペンション形式の宿泊施設とは知らなかったため、チェックイン時にお迎えが無く寂しかった。部屋の窓からゴミが見えたのが残念だった。朝には、猫が持って来たと思われるゴミが増えていた。トータルでは満足したので良かった。,2008/4/7
2388,料理やお部屋は金額的にも妥当だと思ったんですが、日帰り入浴ができるからか、お風呂が混んでいてゆっくり入れなかったり、シャワーの角度を変えられない為に窮屈な体勢でシャワーを浴びなくてはいけないのが残念でした。また行きたいと思ってますので、改善をお願いします。お世話になりました。,2008/4/7
2389,"全体的に可もなく不可もなくってとこです。13,000円の宿泊だからもんくは言えないけど、料理が量はあるけど見た目がわるく思えました。あと、部屋が暗く、もう少し明るくなっても良かった気がします。",2008/4/7
2390,お風呂はホテルおかだと湯の里の二ヶ所入れて広くてよかったが泉質については、、、、、？子供料金の設定が高い！食事時のサービスが良くない。小さい子供の前に平気で熱い物を置いていく。,2008/4/6
2391,初めてじゃらんから宿泊予約しました。宿泊以前に感想の投稿を読んでいました。隣の部屋の声などが気になるとありましたが、なるほど、良く聞こえました。でも、寝られない程ではありませんでした。部屋がタバコ臭かったので、消臭スプレーでもあればと思ってフロントに電話をしたら、空気清浄機を貸してくださいました。それも、大きなもので、最強にして夕食ををすませて戻ると、タバコ臭が気にならなくなっていたので、ホッとしました。こういう施設なら、部屋も禁煙室喫煙室の選択ができるといいなと思いました。空気清浄機の無料貸し出し、ありがとうございました。,2008/4/6
2392,湯の里およびホテルおかだの温泉を堪能させていただきました。難を言うと、どちらの温泉施設も外に出て歩かなければならず、早春といえども夜間は寒かったです。連絡通路があればよいのですが・・・部屋と食事については、それなりに満足と言ったところです。箱根湯本駅からも近く（バスで１０分程度）便が良いので、また利用させていただくと思います。,2008/4/4
2393,２日間、素泊まりのプランで利用させていただきました。温泉がすばらしかったです。足湯をはじめ、いろいろな種類の露天風呂があり、温泉好きの私たちは大満足でした。また、宿のスタッフの方のサービスも行き届いていて、非常に満足のいく旅ができました。今回は素泊まりでしたが、次回はぜひ夕食や朝食もいただいていこうと思います。今後箱根湯本を訪れたときは、ぜひ利用させていただきたいと思います。本当に、お世話になりました。,2008/4/3
2394,食事は、ちょっと全般的に味が濃いめでした。特に夕飯。でも、美味しくて全ていただきました。部屋は清潔で、お布団なども問題ナシでした。タバコのニオイもありません。館内の清潔感ですが、食堂の入り口（外とのつなぎのようになっている場所）に砂やゴミがたまっていて、ちょっと微妙な気分になりました。。接客は、皆さんとても感じがよく、大満足でした。お世話になり、ありがとうございました。,2008/4/2
2395,和室だったが、部屋は普通でした。ただ夕食、朝食がつき１００００円は満足です。料理もそこそこうまかったし、ごはん味噌汁おかわり自由だし。ひとつ不満を言えば、部屋の壁が薄いこと。隣の部屋の赤ちゃんの泣き声とか聞こえました。温泉は色々種類もあり、サウナもあってよかったです。,2008/4/1
2396,とても清潔感があり、ゆっくりと過ごすことが出来ました。お風呂もとても良かったです!!また機会があれば是非利用させて頂きたいです!!,2008/4/1
2397,ペンションなので正直、お料理はあまり期待していなかったのですが、夕食・朝食ともに大満足でした。お風呂は、併設の日帰り温泉でたっぷり露天風呂に入ることが出来ます。となりの温泉施設まで、歩いて50メートルくらいです。少し寒いですが、湯上りでポカポカしている間に部屋に戻れば大丈夫。駅からバスで５分ですが、徒歩20分なので自然を楽しみながら歩いて行くのもお勧めです。ホテルおかだの通路を通ると急勾配の坂道を上らなくてすみます。,2008/3/29
2398,二回目の利用です。ご飯はとても美味しくて、温泉も気持ちよかったです！ありがとうございました。,2008/3/28
2399,箱根の格安プランで検索して、「ペンションおかだ」は、大当たりだったようです。私たちの部屋は、たぶん新婚旅行ということで、一番いい部屋を用意してくださったんでしょうね。急な食事の追加注文にも、快く応じてくださって、感謝しています。友達にも、バンバン宣伝しましたから、また、機会をつくって行きたいと思います。お世話になりました。ありがとうございました。,2008/3/28
2400,３世代で行きましたが、楽しく過ごすことができました。ホテルの温泉も隣接の温泉施設も思っていたより近く、何回も温泉に入りに行くことが出来ました。雨さえ降らなければそんなに気になる距離ではありませんね。７０代の両親と３才の子供も喜んでました。食事は若い人にはちょっと物足りないかも知れませんが、私たちには十分でした。,2008/3/27
2401,夕食時追加でステーキのコースをお願いしたら、食べきれない量があり、大変満足しました。あいにくの雨でしたが、隣接するお風呂も風情があり良かったです。,2008/3/26
2402,朝食の干物は焼き過ぎ。夕食時の接客は普通。敷地内の温泉施設を利用できるので、風呂には満足。和室を二人でゆったり利用できたのがよかった。駅からは遠いが、チェックイン後、外出する予定がないならば、充分。100円バスも定期的に出ているようなので。,2008/3/24
2403,建物は思ったより古く感じました。部屋は春休みで隣の声がうるさい等の口コミに心配でしたが静かで良かったです。ネット予約で初めての宿泊でしたが夕食も量的にちょうど良く友達も品数が多いね・・と満足してくれてホッとしました。お風呂も思ったより近く露天がいっぱいあって良かったです。残念だったのが湯の里内の予約したカラオケボックスがとてもタバコ臭かったことと、次の曲が出るまで時間がかかるという点です。,2008/3/24
2404,素泊まりにて利用しましたが、部屋のレベルはビジネスホテルの中〜下のレベルです。相応の宿泊代なら良かったのですが、正直、割高な印象があります。,2008/3/22
2405,部屋がとても綺麗で御飯がとても美味しかったです！！お風呂も気持ち良かったです♪♪小さい事を言えば浴衣の柄を男性用に考えてくれたらもっと嬉しかったかもです。でもとても満足してます。ありがとうございました☆,2008/3/21
2406,今回の旅はとにかく温泉。なるべく出歩かずぼーっと温泉につかり美味しいご飯とお酒でまったりすることを目的に行きました。湯本の駅からは少し離れていましたがバスに乗ってしまえばすぐ♪予定通り温泉三昧、山彦というﾚｽﾄﾗﾝで夕食を摂りましたが、どれも美味しくゆっくりできました。心も体もほぐれて満足満足。お値段も安かったので更に満足。又行きたいです☆,2008/3/21
2407,隣接の「スパリゾート湯の里」は、泉質とカランのお湯が「ホテルおかだ」に比べて今ひとつなのと、春休みの為か若い人がとても多くて、家内は殆ど入っていられなかったのは残念でした。温泉ではないけれど部屋にもお風呂があったのはありがたかったです。「ホテルおかだ」のお風呂へのアクセスが少し大変なのを除けば、食事も含めてこの値段では大変に良かったと思います。あと、帰りのバスに若い人が殺到して、３０分以上待っても乗れずに結局歩いて駅まで行きました。雨が降る前だったので事なきを得ましたが、年配者は大変だったと思います。,2008/3/20
2409,部屋も広くて、くつろげました☆お風呂も、隣接にある「スパリゾート　湯の里」がとっても良かったデス！鍵付きロッカーを用意してくれているので、貴重品も安心して持って行けます。ごはんは、和食でおなかいっぱい美味しく頂きました。１１時チェックアウトが名前の通り、のんびり出来てよかったです。また行きます☆,2008/3/18
2410,レイトチェックアウトプランを利用させていただきました。下の子供が6年生ということもあり食事を大人と同じでとたのんだところ、料金はそのままでおいしく夕食をごちそうになりました。リーズナブルな料金で温泉も料理も贅沢は無理だろうということで温泉に重点をおき、こちらの施設を選んだのですが、大当たりでした。どちらも満足させていただき本当に楽しい家族旅行になりました。温泉もゆっくりはしごして体ぽかぽかとても気持ちが良かったです。また機会がありましたらぜひ利用させていただきます。ありがとうございました。,2008/3/18
2411,一昨年の秋頃に小田急線の新宿駅にポスターが貼ってあるのを見て行ってみたくなったのがきっかけです。そしてゼミ旅行で毎年２回づつ宿泊しています。なによりも廉価でありながら、きれいなお部屋とおいしいお食事、行き届いたサーヴィス、それに多彩なお風呂が大変に気に入っています。箱根湯本駅からバスや徒歩でも行かれる立地条件も魅力的です。ですので、箱根の温泉に行くと言っている人がいたら必ず「それなら箱根の森おかださんしかないよ」と述べて、いかに良いところかということを力説しています。,2008/3/16
2412,この値段でこの食事のボリューム、温泉、施設・・・！オススメですよ！遊ぶところが近くにもう少しあると楽しいのですが、外近辺には何もないです。皆できてワイワイするには最適でしょう！若い人にはオススメ出来ませんが、ホテル内にはいわゆるスナック系のカラオケ・クラブ、小さめのゲームセンター、ラウンジがあります。お酒、ジュース類の自販機はおかだの自販機でもホテルおかだの自販機のほうが少し高いです。お風呂は露天は種類は少なめですがゆっくり出来ますし、なかなかです。マッサージもよかったですよ。その他、仮眠室や足湯などもあります。,2008/3/16
2413,いつも大勢で泊まらせていただいてます。今回は私の娘（０歳）も初めての旅行でした。タオルも用意していただいて楽しく過ごすことができました。ただ、朝食がバイキング形式になってたのには残念です。以前は違ったと思うのですが。お風呂はとても混んでいて、寝湯が楽しめなかったのが残念でした。でもまた利用したい、お気に入りの宿です。,2008/3/14
2415,学生１２名という大人数の宿泊で利用しました。宿泊料金が安いのに、部屋はきれいだし、朝・夕食も充実し、大浴場も大きくて露天風呂アリと、学生としては十分すぎる程満足できました。,2008/3/12
2416,ランキングで見て両親と三人で伺いました。接客も良く清潔感ある館内でした。食事はヘルシーで両親も量的にもちょうど良かったみたいでした。あえて言うなら朝食ではコーヒーがあればな〜と言っていました。温泉は別館でしたが、歩いてすぐの距離でロッカーも完備されていたので安心して入浴できました。温泉のお湯もお肌ツルツルになりとても満足でした！しかし残念だったのは、春休みだからか学生のグループが何組か来ていて、たまたま隣の部屋だったからか、夜中までドンドンと物音や奇声を発しているのがうるさくてあまり眠れませんでした。。。是非また行きたいと思いますが、その時はゆっくり眠りたいです（苦笑）,2008/3/12
2417,クチコミをみて宿泊しました。値段にしては・・・というべきか値段の割にはというべきか・・・人それぞれかなぁっと感じました。これ以上お金を出すのであれば、食事にもうひと工夫ほしい感じです。お部屋は清潔感がありよかったです。アメニティーは本館のお風呂の方が整備されていました。,2008/3/10
2418,先週末２人で利用しました。とにかく夕食が美味しかったのが印象的。蟹のコースを頼み、少々ボリュームがありましたが、二人であっという間に完食しました。お風呂は湯の里が利用できますが、期待しすぎない方が良いです。ホテル岡田の足湯なども利用でき、バラエティに富んでます。,2008/3/10
2419,部屋がとても広く６人でのびのび使えました。お風呂は少し離れていますが、種類が多く、楽しめました。前もって煙草の臭いのない部屋を希望したところ、全力を尽くしますと返事をいただき、実際部屋は全く煙草の臭いがしませんでした。友人たちからも好評でした。,2008/3/9
2420,学生が多かったせいで、かなりうるさくてびっくりしました。館内でも、風呂でも大きな声で。。。何度注意しようと思ったか。。。風呂は種類もあるし、源泉もお持ちのようですが、カルキ臭かったです。内風呂は、かなりかび臭くて、においだけでも、ぬるぬるした風呂場に感じてしまって、清潔感を欠いてしまったのがもったいないです。,2008/3/9
2422,温泉がとってもよかったです。夕食も女性には満足のものでした。接客もよく心地よい宿泊ができました。また、是非利用したいです。,2008/3/9
2423,１才の子供同伴だった為、タバコの臭いが心配でしたが、まったく臭わず、さらに広い快適な部屋で楽しく過ごす事が出来ました。自分はあまり入れませんでしたが、お風呂も沢山あって良かったです。機会があればぜひまた宿泊させていただきたいと思っております。３日間どうもありがとうございました。,2008/3/9
2424,"2月10,11日7人1部屋を利用しました。和牛ｽﾃｰｷめちゃめちゃ美味しかったです。お風呂も沢山あったし雰囲気も凄く素敵でした。夕食の時だけ人数が増えて宴会場を用意して頂いたのでとても助かりました。お部屋も素敵だったので皆大変満足しました。",2008/3/8
2425,特に良い、悪いは有りません。風呂は非常に良い。,2008/3/8
2426,湯のさとのお風呂は良かったです。貸し切りの家族風呂を利用させていただいたのですが、寒かったです。脱衣場にハロゲンを置いたりして対策を立てていただけたらと思います。ロビーから部屋に行くまでも寒くこちらもハロゲン等を置いて対策を立てていただければと思います。,2008/3/8
2427,お風呂までの距離はかかれているほどありません。隣の建物です。帰りは湯ざましにちょうど良い距離ですね。食事はあんなものだと思います。部屋の壁紙のはがれと空気噴出し口のよごれが気になりました。価格が価格なので仕方ないかもしれませんが少し残念です。お風呂は種類が多いので楽しめると思います。,2008/3/6
2428,お風呂が「ホテルおかだ」の大浴場と、｢湯の里」の両方が使えたので面白かったです。夜は11時までの利用しかできないのが残念でした。夕食では大変満足できる料理が出てきました。朝食は「ホテルおかだ」のバイキングにしました。利用者が多いのと利用時間が決まっていたので、落ちついては食べれませんでしたが良かったです。部屋は大変きれいでとても満足できました。,2008/3/4
2429,湯の里、ホテル岡田、両方ともお風呂には満足でした。食事無しのプランでしたが、湯の里の食事処で十分おいしくいただけます。部屋の窓から駐車場が景色になってしまう・・・ちょっと残念でしたが、部屋そのものはある程度の広さがあり、清潔でとてもよかったです。洋室だと景色の良いところがないのでしょうか、２人での宿泊でもその点を改善していただけるとうれしいですね。,2008/3/2
2430,いろいろな種類のお風呂があり、もっとゆっくりしたかったと思いました。夕食も美味しくお腹いっぱい食べられて大変満足しています。また機会がありましたら、ゆっくり泊まりにいきたいとおもいます。,2008/2/29
2431,雨がふって寒い日に行ったので温泉に行くのが少し面倒ですが、お風呂が素晴らしかったです。食事は味は普通ですが、量が少なめでした。部屋が広くて綺麗で、温泉がいいので、値段的には安いと思います。,2008/2/29
2432,非常によかったです。又利用します。,2008/2/29
2433,先日は大変お世話になりました。彼氏との初旅行でとても有意義な時間を過ごす事が出来ました。スタッフの方は皆感じが良く短い時間でしたがとても親しみがわきました。値段のわりに、お料理も大食いの私達でもおなかいっぱいになりました。お部屋は二人には充分な広さでした。唯一残念だった点は、外人（アジア系）の方とお風呂が一緒になった時、あまりにマナーがなく、タオルを湯船でじゃばじゃばしたり、露天風呂の入り口に横並びに座り大声で話をし他の人が入れない　という点でした。最近は外国からの観光の方も多いのでチェックインの際に「温泉のマナー」等を一言説明してあげれば皆快適に過ごせるのではないかと思いました。家族風呂はとてもよかったです。又機会があれば是非利用させて頂きたいと思います。,2008/2/27
2434,初めて箱根の森おかだに宿泊しました。ホテルおかだのロビーを通り抜け、エレベーターで8階まで上がり、そこから裏に出るとペンションおかだがありました。食事は舟盛り付きを予約していたので見栄えも良く、満腹になりました。でも、もし舟盛り付きを予約して無かったら少しみすぼらしい食事になったかも。風呂は、別棟の湯の里の露天風呂やら、ホテルおかだの大浴場に自由に入れたので家内も大満足でした。また、朝食は1000円プラスしてホテルおかだの朝食バイキングを食べたが、少し品数が少ないきがしました。特に私の好きなベーコンやハム等肉類が無かったのが寂しかった。でも、総合してこの値段ではやむなしかと思っています。,2008/2/27
2435,平成19年10月・20年1月・2月と3回目である。常に家内との2人旅だが、家内がすっかり気に入っており私も気に入っている。その理由は、第1がお風呂・第2が夕食・第3が料金である。おかだ本館のお風呂に行く度に、接待のお茶と梅干をご馳走になるがとても美味しく、接待の方々が暖かく迎えて接してくれるのが嬉しい(但し、接待時間は16時から18時)。帰り道、1月は曽我梅林、今回は幕山公園の梅林を楽しんだ。松田のかわず桜は3月上旬頃が見頃であろう。来月も訪ねようと思っている。,2008/2/26
2436,宿泊施設からお風呂まで外を歩くのは寒かったが、あとは値段を考えると満足できるものだった。事前に施設について郵送してもらったりとサービスはよかったと思う。,2008/2/25
2437,素泊まりで利用させていただきました。近くのお風呂にも入りほうだいとのことでよると又朝風呂もしました。ちょうど満月の時期で露天風呂で月を拝みながらという贅沢な温泉。大人数での利用だったのですが皆大満足でした。機会があったらまた是非利用させていただきたいです。,2008/2/25
2438,全てに関して合格点だと思います。風呂の時間をもう少し長くして欲しいです。,2008/2/25
2439,連休の1週間前に予約した最後の一部屋でした。少し部屋がタバコくさかったですが、十分広く清潔で、食事もバランスよく、コストパフォーマンスに優れた宿だと思います。スタッフのみなさんの対応もよいと思います。なんといってもお風呂がいいですね。勝手な想像ですが、この宿はかつて会社の研修施設や保養所だったところではないかと思いました。次回はホテルおかだにも宿泊したいと思います。,2008/2/24
2440,お値段は安いのに、お風呂・朝食・夕食どれも満足！！温泉施設までも遠いと書かれておりましたが、ホテルの目の前でしたので、何度も入りに行きました。また近郊に出向いた際には、利用したいと思えた宿でした。,2008/2/24
2441,家族で泊まるには宿泊料が安くてとても良かったです。夕食も妥当だと思います。朝食はホテルおかだのバイキングをお願いしてとても良かったです。食べ盛りの子供が４人もいたので・・・。温泉もいろいろ楽しめましたが移動が大変。今度は同じ系列のホテルおかだに泊まってみたいと思いました。,2008/2/24
2442,とてもよかったです。部屋も広くて、お風呂もたくさんあったので、楽しめました。,2008/2/20
2443,温泉の数が多く、とても楽しめました。備え付けの浴衣もとてもかわいかったです。気軽にいける箱根の、気軽に泊まれる温泉ホテルといった雰囲気。宿泊で利用できる露天風呂施設ですが、本館よりもこちらからの方がアクセスが良かったです。,2008/2/19
2444,お部屋が広く、夕食も美味しかったです。高級感は無いけれど、リーズナブルなお値段の割にはサービスが良いと思いました。お風呂は湯の里にしか行っていませんが、とても良かったです。あえて言うならば、朝食が今ひとつ。せめて、ジュースやフルーツが欲しかったです。また行きたいです。,2008/2/19
2445,お風呂がよかったです。,2008/2/18
2446,お風呂は最高でした。ただ宿泊している建物ではなくて、別のスパ施設と思われる建物にあるお風呂で、寒い中移動しなければ行けなかったのは残念。食事はステーキコースにお刺身の追加をしました。お肉は少し硬めであったが、お刺身は新鮮でおいしかった。箱根の森岡田とはホテルではなくて、ペンションと考えた方がよいでしょう。建物にもペンションの表記がありました。ホテルと思っていた部屋は隣の話し声がよく聞こえており、しかも私達の隣は若い人数人が深夜過ぎまで騒いでいたのでゆっくり休むことが出来なかった。今度は宿泊するなら近くにあった同じ系列の、ホテル岡田（この写真を見て予約）に宿泊したいと思った。,2008/2/17
2447,湯の里と比べると若い世代に好まれるような、洋風な雰囲気の建物でした。最近できたばかりなのでしょうか、施設はとても綺麗で、スタッフの対応も好印象でした。湯の里の温泉も気持ちよかったのですが、部屋に加湿器が無かったことが残念です。空気が非常に乾燥していて、初日は肌が荒れてしまい、次の日慌てて濡れたタオルを乾しました。温泉に入って気持ちがよかっただけにおしいな、と思ってしまいます。,2008/2/17
2450,基本的には、満足でした。この部屋の広さで、これだけお風呂を楽しめて、箱根でこの値段ならお得だと思います。不満足な点としては、階段がとても多いこと。まずホテルおかだの大浴場利用で。それほど遠いとは思いませんでしたが、何せ階段が多すぎ！1階からホテル方面に出るのに階段。ホテルに入って、お風呂のある階に下りるのに階段。女性はさらに風呂の入口まで階段。裸になって、お風呂場に下りるにも階段。妻は同行した義母が、足があまり良くなく、下りるのがとても辛そうで、申し訳なく思ってしまたそうです。せめて・・・宿から外へ出るのに、地下1階から出ることは出来ないのですか？エレベーターで地下まで下りてからなら、段数は大分少なくなります。後は、ホテルに入ってから、下りもエスカレーターかエレベーターは設置できませんか？足の悪い人にとっては、上りより下りの方が辛いものです。以上、ご検討ください。,2008/2/15
2452,清潔感があって良かったです。夕食の時間も選べるし、お風呂も色々あるし、マイペースで楽しめました。自分たちで布団を敷いたり、（部屋食でなく）食堂での食事でしたが、その分料金がリーズナブルなので納得できました。,2008/2/12
2453,部屋の壁が薄く隣の宿泊客の声が夜遅くまで聞こえたのが気になりました。また、お風呂がホテル自体になく、隣接の旅館まで歩いていかなければならないのは、ちょっと残念でした。今回連泊したのですが、2泊目出掛けて夕方戻ってきても部屋の掃除が全くされていなかったのには驚きました。途中で忘れたというにはあまりにもお粗末です。疲れて帰ってきてあの光景は正直がっかりしました。せっかくの休暇で来ているのにクレームまでつけなければならない余計なエネルギーを消耗して台無しです。以降こんなことのないようにしてもらいたいです。お詫びとして飲み物のサービスをしていただきましたが、それですむようなものではないと思います。,2008/2/11
2454,ホテルおかだと湯の里おかだ、両方の温泉に入ってきました。温泉にはとても満足です。特に湯の里おかだの方は露天風呂が最高でした。朝食はちょっと物足りませんでしたが、この安さだったら納得できます。私の友達もとても喜んでくれました。また機会があれば行きたいです。,2008/2/8
2455,とにかく露天風呂が最高でした！！,2008/2/8
