Unnamed: 0,口コミ,投稿日
4256,去年利用させていただき大満足だったので、二度目の利用です。夕飯の味噌鍋とっても美味しかったです！！追加で肉やうどんが注文できます。（追加しなくてもお腹いっぱいになります）他にも、お豆腐？（違ってたらすみません）が本当に美味しくて、あの味が忘れられません。お部屋もお風呂も、二人にはちょうど良い広さでした。喫煙コーナーがもう少しゆっくりできる所だと良いかもしれませんね。スタッフの方は皆さん感じが良く、特に女性スタッフの笑顔や応対がすばらしかったです。,2011/10/15
4258,今回はたしか4.5日前に予約させていただき、1泊でしたがとても有意義に過ごせました。まず第一に接客がすばらしいです！！何事に丁寧に対応してくれます！！！また今回は本棟2階の露天風呂付での宿泊でしたが、コストパフォーマンスはすばらしい。天井が高く、部屋もひろく、きちんと清掃がなされていました。あまり一度言った宿には行こうと思わないのですが、ここでしたら何回きてもいいと思いました。ちなみに、宿から歩いていける距離のコンビニ、ガソリンスタンドがあるのも便利です。最後に夕食は中々のボリュームで、味もおいしいので、ちゃんとお腹をすかせて食べて下さい。以上本当にありがとうございました！,2011/10/12
4259,旅館の方々の対応はとてもよかったです。料理もおいしかったし、量も丁度よかったです。欲をいえば、大浴場に化粧水やアメニティがあればベストです。あと、室内の照明にほこりが積もっていたのは残念ですが、また利用したいと思います。,2011/10/9
4260,お部屋に温泉付きでこの価格帯を実現するための宿の努力が随所に見られ、スタッフの方も努力されていると感じました。どちらかというと若いカップル向きのお宿だと思います。トイレやお部屋は広く、夕食もヘルシーで美味しかったです。ただ、泊まった2階のお部屋のシャワー室の配水管がたまたま詰まり気味なのか、それとも元々の設計から管が細すぎて排水が追いつかないのか、足元に体を洗い流した水が溢れかえっている状態で気持ちがよいものではありませんでした。始めにシャワーからお湯が出るのを待っている間だけでも足元に水が溜まってしまうので、頭や体や顔を続けて洗い続ける事ができない程でした。,2011/10/8
4261,箱根旅行に妹と行ったのですが、夕飯・朝食がついているところと何気に探していたのですが部屋に露天付に目が留まり宿泊いたしました。とにかくフインキも静かで良い、部屋もきれい、温泉付なのもGOODでした。夕飯も朝食もボリューム的には女性にはお腹いっぱいになる量でヘルシーだしおいしいしで大満足でした！また友達や家族を連れて行きたいと思える場所でした。,2011/10/8
4262,宿泊日は雨でした。部屋・風呂・料理・接客は申し分なかったのですが別邸から食事処・本館に行くのに傘をさして行かなければならないのが残念でした。ここが屋根つきであれば良かったです。料理は味噌にこだわりをもってる感じを受けました。夕食に出た『麦味噌で漬けた沢庵』は絶品で土産として購入したくらいです。,2011/10/8
4263,先日はお世話になりました。たくさんの口コミをみて一の湯さんにきめました。お部屋の雰囲気と広さには驚きました。金目鯛のボリュームもあり二人では多いくらいの夕食で大変満足です。帰りの車で、また泊まりたいと話しながら帰りました。ありがとうございました。,2011/10/7
4264,部屋の露天風呂は少し温度が高めかなとは思いましたが気持ち良く金目鯛の煮付けも大変美味しく全体的には満足でした。ただ幾つか気になった点がありました。まずチェックインして２階の一番奥の部屋に向かう渡り廊下を歩いていると下の食事処の窓際に寝そべっているスタッフがいました。具合が悪いのか休憩中なのか分かりませんがチェックインの時間にしかもお客さんから見える所でいかがなものかと思いました。廊下の途中の消火器の所と部屋の入り口の横の非常階段の所にビッシリ蜘蛛の巣が張ってるのも気持ち悪かったです。それにせっかくの角部屋で窓があるのに網戸がなかったので窓を開けられませんでした。何よりも残念だったのは大浴場に入ろうと思ったら脱衣所が生乾きの雑巾の臭いがして臭くて臭くて入れませんでした。きっと掃除した時の雑巾とかモップが臭いんだと思います。なので大きい湯船に浸かりのびのび温泉を楽しむ事が出来ませんでした。,2011/10/6
4266,今回は彼女の誕生日旅行としてご利用させて頂きました。結論から言うと、大変満足しました！最初にチェックインの時間に遅れてしまったのですが、対応がとても丁寧でした。それ以外でも接客の態度が全体的にとても丁寧でした。今回は露天風呂付の部屋に宿泊したので、いつでもお風呂に入れて良かったです。その他にもサプライズのケーキを用意してもらったのですが、彼女もとても喜んでました！お食事もおいしかったです！ぜひまた利用させて頂きたいです。,2011/10/5
4267,露天風呂付き客室で検索し、リーズナブルで人気の宿だったので利用させていただきました。正直、あれが露天風呂と言えるのか疑問ですが、コストパフォーマンスで人気があるのだろうと納得した次第です。,2011/10/3
4268,大変良い宿でした。この値段であのクオリティには感動しました。台風の直撃を受けてしまったため、部屋の露天風呂が使えませんでしたが、それ以外はすべて満足してます。こちらのミスで朝食を食べられなかったのが、残念でなりません。笑また利用したいです。,2011/10/3
4269,"母との2人旅で利用させていただきました｡御殿場ICから20,30分位という立地も素敵｡ﾌﾛﾝﾄの対応もｽﾏｰﾄだし,お部屋も広くて大満足でした｡夕飯も美味しくいただけましたし,注文の多い母への対応がｽﾏｰﾄでした｡ただ朝食の席への案内がどたばたしていた気がします｡ご飯が美味しいのにそこだけが気になってしまいました｡また箱根に行く機会があったら利用したいと思います｡",2011/10/1
4270,リーズナブルなお値段で、露天風呂の着いたお部屋があり、お料理の分量も本当にちょうど良く（比較的ホテルを選んでしまう理由に、日本式の旅館の料理の分量、種類が多すぎるのがイヤというのがあるので）最高の夫婦の記念日旅行になりました。唯一の不満を述べさせていただけば、館内が禁煙なので、本館からそれぞれの個室棟に通じる渡り廊下のところに喫煙所があり、そこでスモーカーたちがモクモクと煙をだしてタバコを吸っています。スモーカーの人たちにもタバコを吸う権利はあることは知っていますが美味しい食事の前後にその場所を通らなくてはいけなくて、呼吸を止めて小走りに通り過ぎました。とてもガッカリでせっかくの禁煙が台無しでした。喫煙場所の位置を考慮して欲しいと思います。,2011/10/1
4271, パソコンを持ち込んでみっちり仕事をするために二泊致しました。お部屋は必要最低限の家具が置いてあり、シンプルな作りでとても落ち着けました。天井が高いので圧迫感も無く、居心地が良かったです。 お料理も美味しく、ペろりと全部平らげました。スタッフの皆さんもとても親切でこちらがお願いした以上の事を色々として下さり、感謝しています。 大浴場が一般的な温泉宿よりやや小さめかなと思いますが、お部屋に露天風呂が付いているので気になりませんでした。 本当にいい時間を過ごせたので、また是非利用させて頂きます。,2011/9/29
4272,彼との初めての旅行で利用させていただきました。別邸のロフト付き和室で客室露天風呂もついてあの低価格だったので2人とも期待はしていなかったのですが、とても綺麗でびっくりしました！他の部屋の方ともあまり出くわさなくてゆったりと過ごせました。,2011/9/28
4274,夫婦で別邸に一泊。お部屋もステキで、露天風呂もとても良かったです。お部屋にあるから何度でも、ちょこっと浸かるだけ…が出来て大満足です。露天風呂に虫がいるとのレビューがありましたが、全然いなく快適でした。お料理はヘルシーで一見少なく見えますが、お腹いっぱいになりました。味は美味しかったのですが、蒸し野菜にジャガイモとカボチャ、人参が多すぎました。この3種の野菜でお腹いっぱいになってしまう。接客も良く全体的に大満足ですが、休日だったから割高かな。,2011/9/26
4275,母とふたりの旅行でお世話になりました。別邸のロフトタイプのお部屋でしたが、とってもきれいで天井が高く広々としていて、お部屋はとってもよかったです。寝室がロフトなので、お子様連れは危ないかもしれませんが、大人利用に関しては問題ないです。お部屋付きの露天は狭いですが、寝る前にあったまれるのがとてもよいです。お部屋とお風呂は満足ですが、夕食・朝食はいたって普通でした。夕食はオプションも付けられますが、量が多くて食べきれません。となりのテーブルのカップルがおなかいっぱいにして残していました。野菜がおおめなので、女性は追加しないで満腹です。朝食は焼き魚や温泉卵、お味噌汁など。お味噌汁の味噌が麦みそで甘かったのが印象的でした。おいしかったです。ただ、特別おいしかったものはとくにありませんでした。あと２〜３０００円安ければよりいいですね。,2011/9/25
4276,露天風呂付きの部屋なのにお手頃な予算でとても楽しめました。食事もヘルシーで美味しく、コスパは抜群です。お風呂の温度がどこも高すぎるのだけが少し気になりましたが総合的にとても満足です。,2011/9/22
4277,今回は彼氏との一泊旅行(車)で利用しました。大涌谷→ユネッサンと行き、疲れてましたが、ユネッサンから宿が10〜20分くらいで丁度良い近さでした。私は好き嫌いが多く、夕飯の大半を残してしまいましたが、お腹いっぱいになりました。他の口コミでは足らないと書いてありましたが、彼氏はほとんど食べて「お腹いっぱい」と言うくらいです。部屋は二人では広いくらいくつろげる空間で、二人して満足できました!部屋の露天風呂は想像とは違い、景色は林で虫も結構居ましたが、私たちはユネッサンでたくさん温泉に入ったあとでしたので”二人で温泉を楽しむ”という感じでした。部屋の温泉をメインには考えないほうがいいですね。本館の温泉も清掃後をねらって入ったのでとても綺麗で人も少なかったのでゆっくりできました。朝食は和食でご飯・飲み物のおかわり自由^^チェックアウトが10時で少しバタバタしましたが、彼氏共に大満足でした。,2011/9/22
4278,部屋がとても広く、二人で泊まるには広すぎるくらいでした(^^)部屋についている露天風呂もちょうどいい大きさで、くつろげました。夕飯も美味しかったし、また利用させていただきたいと思ってます。,2011/9/20
4279,彼との初めての旅行に利用させて頂きました。お部屋は暗くもなく、明るすぎる事もなくちょうどいい明るさの照明で落ち着きました。広さも申し分ないです。ただ、私が泊まった部屋の窓からは隣の棟が邪魔で、景色がよくなかったのが残念です。夕食・朝食ともにとても美味しくて、大食いの彼ですら満腹になれたのでよかったです。,2011/9/20
4280,彼氏の誕生日にサプライズ旅行を計画し、利用させてもらいました。お部屋もキレイで、部屋に付いている露天風呂も広くゆっくりと過ごすことができました。大浴場はやや狭く、外を歩いて行かなくてはならないので、雨の時は大変かなと思いました。夕食も朝食もとても美味しく、量も丁度いい感じでした。中でも、夕食時の金目鯛の煮付けは最高でした。オプションでしたがこの値段で、あの味は是非おすすめです。彼と二人、大満足に過ごせました。機会があれば、また是非利用させて頂きたいと思います。,2011/9/16
4281, 今回、客室露天風呂付き(初めて)別邸に泊まりました。凄いのを想像すると がっかりするけどこの値段なら…いいかな。食事はお酒を飲むなら全然量が少ない感じはありませんでした。部屋は二人だと広いぐらい。(蜘蛛のす上のほうにはってた) ゆかたは口コミで評判悪かったから着ませんでした。(大きいサイズは有料だし)でも総合的には、まあまあだと思います。,2011/9/16
4282,部屋がきれいなバンガローのようで、若者向きな感じでした。実際当日、食堂には、多くの若いカップルがいて、私たちの若いころを思い出し、戻れるものなら戻りたいと妻と部屋に帰り話していました。また、「娘、息子も恋人と、こんなところに泊るのかな？」とも･･･。食事に刺身がないのにびっくりでしたが、旅行の定番なのでないのが新鮮でした。量は、アルコールが入っていたので、ちょうどいい量でした。お風呂、箱根の白い濁り湯を期待したのですが、残念透明な湯でした、が、部屋にあるのでゆっくりでき、夫婦とも満足でした。あと、食堂に行くのに、雨が降っていたらどうなるのだろう？と変な心配をしましたが･･･。,2011/9/14
4283,今回一泊で、利用させて頂きました。部屋に露天がついて、朝夕食で価格はとても満足でした。接客もチェックインからご飯処チェックアウトまで良かったです。ただ一点だけ、、、部屋に虫がでて殺虫スプレーなど無かったので、逃げてしまう前にと慌ててフロントに内線したのですが、その対応をしてくれた方が電話口で笑ってたのがあり得なくて…部屋にスプレー持ってきた時も少し笑みが浮いてました。虫が嫌いな私はショックでした。出ること自体問題なのだからそこの対応だけちょっと考えて頂きたいです。ただそれ以外の対応して下さった方々が本当にいい方々だったのて文句言えませんでした。価格は良心的で、ご飯もよく、いい方ばかりだったので、また何かの機会に利用したいです。,2011/9/14
4284,日が沈みそうな時に露天風呂に入ったんですけどひぐらしが鳴いてて、すごく癒されました。離れだから二人っきりのプライベートを満喫したい方にはおすすめです！,2011/9/14
4285,道が混んでいた関係でチェックインに間に合わず、電話をすると(総合センターに繋がります)夕食までに間に合えば良いとのことです。部屋は２人で泊まるには充分すぎる程の広さでした。客室露天風呂の温度は少し熱いくらいで気持ち良く(相方は熱がっていました笑)２人でもゆったりできます。お食事は、野菜中心でとてもヘルシーです。もしかしたら男性の方は少し物足りないのでは、と感じました。一番素晴らしかったのはスタッフさん達の対応でした。細やかな気遣いにとても癒されました。部屋の中では数匹大きな虫を目撃してしまいましたが、立地上仕方無いと思います。ただ、部屋はとてもキレイです。一つだけ気になったことは洗面所の明かりが少し暗く、化粧がしにくかったです。全体的にとても素敵な宿でした。,2011/9/14
4286,早割り10000円で宿泊しました！この値段で露天風呂付のお部屋だったのでなかなかだと思います。お食事も美味しかったです。お刺身的なものがあると更にお酒が進むと思います。少し残念でしたのが、客室・大浴場がカビくさかったことです。キレイにされていますし、お風呂自体が湿気を発するので仕方ないことですが、その臭いに影響されてしまい気持ちよく使えなくなってしまいます。空気清浄機などを設置していただけるとうれしいです。このことを除けば、箱根でこれだけお得に宿泊できるので良いかと思います。また機会があれば利用させていただきます。,2011/9/13
4287,今年は2回目の利用でした。別邸のロフト付きは初めてでしたが、リビング付きに慣れていたせいか、お風呂を出て洗面台がないのに戸惑いを感じました。食事、ロケーション、接客は料金以上と常に思っております。全館禁煙になったのが、少し残念ですが…のんびりするには、一の湯さんは最適だと思う!!,2011/9/10
4288,友人が良い宿だと話していたので利用してみました。まだ新しい建物なので、お部屋も綺麗で居心地が良かったです。客室露天風呂もプラバシーの守られた作りになっていて、とてもくつろぐことが出来ました。お料理はヘルシーですが、ボリュームもあり、とても美味しかったです。系列のお宿の湯巡りが無料だったので、他に二つ温泉に入浴することが出来ました。コストパフォーマンスがとても良いです。また利用したいと思うお宿でした。,2011/9/10
4290,夫婦で離れの露天風呂付き客室に泊まりました。当初の予約日に台風が直撃の予報で日程を2回も変更させていただきましたが、キャンセル料なして対応してもらい良かったです。妻が妊娠中でしたが安定期ならということで温泉を楽しめました。大浴場の露天と内風呂と客室露天でそれぞれ源泉が違った3種類の温泉に入れました。内風呂の床でつるっと滑りそうになりましたがお湯は良かったです。離れは屋根にあたる土砂降りの音が大きく気になりましたが、４人でちょうどいいくらい広かったです。夕食は野菜中心ですが味もボリュームも大満足です。また是非利用させていただきたいと思いました。,2011/9/3
4291,以前、こちらがｵｰﾌﾟﾝする時のﾃﾚﾋﾞの特集を偶然拝見し、ずっと気になっていました。2泊予定なので安い宿を探していた所、こちらを思いだしました。口ｺﾐ通りとても良かったです。夕食は豪華な食材ではないのに一品一品に工夫がみられ本当においしかったです。朝食もおいしくいただけました。部屋のお風呂もとても良かったのですが、部屋との目隠しが普通のｶｰﾃﾝで動きが悪く、左右どちらかが少し開いてしまい不便でした。ﾌﾞﾗｲﾝﾄﾞやｱｺｰﾃﾞｨｵﾝｶｰﾃﾝとかの方がきちっと閉まるかなぁ…。ﾁｪｯｸｲﾝが少し遅れそうだったので連絡しようとしたら予約ｾﾝﾀｰの番号しかなくちょっと不便でしたが、連絡がとれ快く迎え入れて頂けました。家族全員が気にいったのでまた行きたいです。おすすめです。,2011/9/2
4292,先日はお世話になりました。夕食は野菜中心で重たくなく、私たち家族には良かったです。朝食は品数も多くて、ご飯もおひつでタップリでした。お部屋のお掃除はもう少し頑張ってほしいです。使用済みタオルが部屋のお風呂に残っていました。でも、安価でのんびり温泉も楽しめて満足でした。,2011/9/2
4293,お部屋は別邸で、日当たりも悪く、湿気と湿ったにおいが気になりました。浴衣も匂いがついていて、残念です。山なので仕方がないと思いますが、玄関先に虫が多く、露天風呂にも虫が浮いていました・・・。お料理はヘルシーで良かったですが、これといったメインが無くて彼は物足りないみたいでした。大浴場はとってもきれいでしたし、夕食前に入ったので貸切状態で、大満足でした！スタッフの接客はとても良かったように思えました。,2011/9/2
4294,とってものんびり出来ました。友達の子どもも、またお泊りしたいと言ってました。ご飯はヘルシーで良かったです。お風呂の前の自販機も良心的な価格で良かったです。お風呂も、混み合ってなくてゆっくりとくつろげました。あの価格で、このサービスなら言うことなしです。電話対応も丁寧で電車＆バス派には有難かったです。今度は別邸に泊まりたいねと、早くも次を考えています。,2011/9/1
4295,とても良かったです。4才と1才の子供を連れての宿泊でしたが、お部屋風呂なので楽でした。部屋もキレイで、食事もとても美味しかったです。それでいて安いので大満足です。点数は98点！残りの2点は個人的な意見ですが、部屋のトイレットペーパーホルダーが、ガタガタして不便なのと、シャワーのお湯が出づらい点です。でも、箱根で迷ったら迷わずお勧めします。,2011/9/1
4296,今回のﾌﾟﾗﾝは別邸露天風呂付き客室／直前割プランを利用。生憎の雨模様で天候には恵まれませんでしたが部屋自体は、多少広すぎでしたが、ほぼ満足できました。又、部屋風呂は洗い場が狭く難有りでしたが浴槽は充分でした。しかしながら食事は朝、有共に今一の雰囲気。追加の金目鯛の煮付けが無ければ寂しい状況でした。部屋風呂は１階、２階で声が聞こえるチョット問題ありの状況でした。以上,2011/9/1
4297,お友達とのんびりお風呂に入りたくて利用しました。お部屋もお風呂も清潔で過ごしやすかったです。お食事も大変美味しくて良かったです。金目鯛の煮付けを追加注文しボリュームが十分過ぎてしまいデザートなどを残してしまいました。すみません。。。（金目鯛の煮付け３〜４人前位あり大変美味しかったのでオススメです。）また男性スタッフが多かったのですが細やかに爽やかに対応頂いて好感が持てました。また機会があればぜひ利用したい素敵なホテルです。お世話になりました。ありがとうございました。,2011/8/31
4298,彼と初めて泊りで温泉に出かけることにし、温泉付きの部屋でゆっくりしたいと思いこちらを選びました。部屋はコテージ風のゆったりした作りでかなり広く、2人では贅沢なくらいでした。家族4，5人でも丁度良いくらいです。部屋の温泉はかなり熱くて薄めて入りましたが、広々と使えて良かったです。料理は朝夕とも食事処で頂きましたが、席も隣と距離感が保たれ落ち着いて頂くことが出来ました。夕ご飯の量は心配していたほど少なくはなく、バランスは良かったと思います。朝ご飯は民宿のような味付けが若干濃い物が多かったですが。ただ全体的に惜しい印象、例えば温泉の洗い場や部屋の隅が汚れていて清潔感がなく、備品も間に合わせのような粗雑な物だったのでこの料金ならもう少し細部にまで行き届いた配慮があっても良いのかなと思いました。全体的にものすごく不満はないのですが、次にまた是非行きたいと思う印象は正直ありません。,2011/8/29
4300,今回初めての箱根でした。口コミ＋お値段でお宿を決めましたが、とっても満足いたしました。 お部屋は別邸でした。ロフト付だったため、寝室がリビングから見えないので、ゆっくりできました。 露天風呂も二人で入るには丁度いい感じです。 夕食はボリュームもありヘルシーでとっても美味しかったです。 連泊したのですが、朝食が二日とも同じだったのは残念でした。 コンビニも近くにあり、バス停も近くて、バス利用でも十分時間を有効に使えました。 とっても静かで、落ち着いた旅となりました。 是非また利用したいです。,2011/8/26
4301,部屋の露天風呂が、良かったです、思いついたらすぐに入れました。お食事は、野菜が中心なので、女性には、満足ですが、男性の方は、ちょっと物足りないかもしれません。美味しくいただきました。,2011/8/25
4302,露天風呂付きの宿を探していた所、お手頃な価格だったので決めました。お部屋は二人なので十分な広さでした。部屋の露天風呂は、ちょっと熱いぐらいでしたが、凄くいい湯でした。食事はヘルシーでボリュームもあり、大変満足です。特にセイロ蒸しの野菜につける、胡麻味噌のタレが美味しかったです。一の湯特製らしく、お土産に買いました！残念だったことは、大浴場のティッシュが、補充されていなくて、不便だったのと、浴衣の匂いが気になり、着れませんでした。それ以外は満足だったので、また利用したいです。,2011/8/24
4303,8月頭に、私たち夫婦と、4歳と1歳4ヶ月の2人の子どもと、本棟に泊まらせて頂きました。とにかく、カウンターの受付の方や、お食事処で配膳して頂いた方々の接客はとても丁寧で、子どもたちにも笑顔で接してくれ、大変好感が持てました。お安いプランなので、仕方がないとは思いますが、本棟1階のお部屋は長方形の、特異な形の部屋で、実感としては狭く感じました。畳に埃が積もっている箇所があり、ちょっと残念でした。部屋に付いている露天風呂には、子どもたちも大喜びで、何度も入りました。食事に関しては、野菜メインのヘルシーな内容で、家内には好評でした。ただ、これといって印象に残る味がなく、少し物足りない感じがしました。総じては、子どもたちに大好評で、泊まって良かったと思える宿でした。,2011/8/24
4304,旅館全体と周辺の雰囲気、お部屋の広さ、個室露天風呂、大浴場、お食事のどれをとっても、このお値段で満喫させてもらい、大変満足しています。両隣にお客さんがいたようですが、静かなひと時を過ごさせてもらいました。ガラスの森美術館もバス停も目の前で、車がなかった旅でしたが、不便を感じませんでした。また次の機会にぜひ宿泊したいとおもっています。,2011/8/22
4305, 彼女の希望で利用させて頂きました。スタッフの応対もよく、施設も清潔感が有りました。空気も清々しく、避暑には良いところだと思います。残念なのは、お食事です。これといったメインがなく、お味付けもイマイチ。この価格帯のお食事としては、ちょっと残念でした。,2011/8/19
4306,彼とお盆休みの旅行で利用させて頂きました。お盆休みとあって、家族連れがほとんどでした。お値段がお手ごろでしかも、客室露天風呂付き！あのお値段で露天風呂付きの部屋に泊まれるとは思いませんでした。お部屋も２人では十分広く、ベッドも大きめでよかったです。私たちが泊まったのは、１階だったのですが、２階の方の足音がかなりひびいたのが、ちょっと嫌でした。しかも、子供が走り回っていると、寝れないくらいに・・・。それだけが、ちょっと難点でした。あとは、ごはんとかお風呂とか接客もよかったです。,2011/8/18
4307,先日、４歳の子供を連れて家族３人で別邸に宿泊させて頂きました。お盆のお宿泊だったので、自分たちのように子連れのお客さんが多く騒々しいかもと思いましたが、子連れの方が多かったにも関わらず、とても静かでのんびり過ごす事が出来ました。子供も温泉が気に入り、お部屋の露天風呂と大浴場とで、計４回も入浴していました。到着して、静かな木々の中のお宿で夜は虫が多いかもと心配しましたが、手入れが行き届いているからかそんな事も全く無し。食事も口コミを読んで量が少なめかと思いましたが、結構しっかりな量で主人も満足していました。ただうちの子はオレンジジュースが苦手で、飲める物がなくて困ったので、リンゴジュースやカルピスなんかがあるといいのにと思いました。お宿の方が、いつも爽やかな笑顔で対応してくださり、とても良い気分で宿泊する事が出来ました。また是非、宿泊させていただきたいと思います。,2011/8/18
4308,勝手な先入観よりはコンパクトな部屋でしたが、部屋付き露天温泉含めて快適にゆっくりできました。晩は追加料理を頼まなかったので野菜中心では足りないかと心配しましたが、後で肉と魚とご飯が出てきて満腹できました。相方はセイロ蒸し野菜が彼女史上最高の野菜料理だったと絶賛。最初に“後で肉と魚が出てくる”旨の流れを説明してくれなかったので、野菜だけで終わってしまったらどうしよう、残しておかないとご飯のおかずが無いかも…等々と不安になりました。部屋風呂(＆プチベランタ)は巧く隣接民家を視界から切り落として、大涌谷の煙が眺められて気持ちよかったです。,2011/8/18
4309,彼との旅行で利用させていただきました。とーってもｽﾃｷなお部屋でした！また行きたいです！,2011/8/16
4310,お盆休みの真っ最中に利用させていただきました。露天風呂付き客室のイメージが全く湧きませんでしたが、部屋に入ってよーく解りました。このイメージがネット上ででもよく解るともっといいですね！折角の箱根温泉、大浴場、露天風呂、部屋付き露天風呂と、６〜７回も利用させていただきました。食事も、ヘルシーメインでこの年になるちょうどいい量で美味しくいただきました。気に付いたことは、駐車場が分かりにくかったこと、部屋のエアコンをつけたときに少し匂いがしたことですかね。とにかく、家内も私も一泊でしたが満足させていただきました。機会があれば、今度は別邸も利用してみたいと思います。ありがとうございました。,2011/8/16
4311,出来て日が浅いということもあり、清潔感があっていいかなと思ったのが決め手でした。ただ実際に行ってみると、子供が触りそうな高さでトイレのドアにはカビ？ホコリ？がしっかりついておりちょっとがっかりでした。他にも誇りっぽいところがあり。古くても綺麗に清掃されている所の方がよかったです。洗面台はおしゃれですが、水はねしやすく、洗面台のライトも化粧するにはいまいち使いにくかったです。お料理も見本とは違っていました。舟盛にも鯛のお頭なんてついてないし・・。まずくはありませんが、驚きもない料理でした。安ければ仕方ありませんが、お値段もお盆ということもあり結構な値段だったので、期待した分が期待はずれだったのかもしれません。次回は1万円以下なら利用したいです。,2011/8/16
4312,スタッフの皆さんはとても親切で離れた場所から目があっても挨拶をしてくれ気持ちの良い宿に泊まれて良かったです。初めて露天風呂付きの部屋に泊まりましたが誰にも気兼ねなくいつでも入れるし､お湯も気持ちよかったです。ちょっと洗い場が狭いかなと思いましたが、部屋はとても広くベッドもゆったりとした大きさでぐっすり眠りました。食事も朝晩ヘルシーで美味しかったし、別注のお刺身もプリプリで金目鯛の煮付けは大満足でした。ボリューム満点でおなかははちきれそうになりました。また一の湯さんに泊まりたいです。,2011/8/15
4313,先ず、部屋の中の花瓶にさしてあった花が枯れていた事が気になりました。中の水は取りかえていないようでしたから当然でしょう。また、布団に髪の毛が落ちていた事も少し不愉快でした。その他、「ジュエリーケースがない」、「歯ブラシが安っぽい」など値段の割にアメニティーが整っていない印象でした。次に、夕食時ですが、近くの家族がとてもうるさく落ち着いて食べる事ができませんでした。宿の方が少し注意などして頂ければ助かったのですが・・・。また、すでにメイン料理を食べたのに、後から入ってきた集団に先にデザートをすすめるなど、接客に不満がありました。最後に、朝食時ですが、夕食時と同じ場所に座った時、昨日つけた油汚れがそのままになっていた事に大変驚きました。正直言って、4万円出すのなら、もっと他にサービスが良い宿はたくさんあるでしょう。,2011/8/15
4314,ここの宿の一番の良いところは、スタッフの方々の接客の良さだと思います。フロントの方も、食事を運んでくれた方も、とても感じのよい方たちでした。また、お部屋についている露天風呂も結構広くて十分満喫できました。露天風呂付のお部屋でこの値段はとてもお手頃だと思います。,2011/8/10
4316,時期的な問題でしょうが、玄関先と露天風呂に虫が凄いので、虫集め用のライトを設置するなど対策して頂けると有難いです。夕飯は男性には物足りない様でした。コストパフォーマンスから考えればかなりお安いので仕方ないと思いますが、荷物を持って部屋まで案内してくれたら有難いです。,2011/8/8
4317,部屋もキレイにされてて、露天風呂付でまったりできました。夕飯はﾍﾙｼｰでよかったのですが、彼にとっては量が少なかったようでした。（ご飯はおかわりできます！）追加のメニューもありましたが、おつまみ系ばっかりだったのでおかず系があればよかったのになと思いました。帰る時、見送りも丁寧にしていただけました。露天風呂付でこの値段はうれしい限りです。満足できました。,2011/8/7
4318,2歳のこども連れで宿泊しました。今回子連れ旅行は記念すべき初!そしてオムツが外れた記念も兼ねてこどもにとっては初の温泉でした。夜こどもが熱を出したり、いろいろと心配もありましたが、温かい雰囲気の宿に泊まれて大満足しています。バスタオルを余分に貸してもらったり、快く要望に応えていただきました。食事もおいしく、口コミで聞いていた通り接客がとてもよかったです。温泉は清潔感もあって、特に大浴場の露天風呂はお肌がすべすべになって気持ちよかったです。こどもは初めての温泉に大興奮。大浴場は混雑することもなかったので、のびのびと入れました。部屋付の露天風呂もちょうどいい大きさでしたし、本当に久々にゆっくりひとりでお湯につかれました。どうしても周りを木に囲まれているので虫がいたり、細かい所の埃等が気になることもありましたが、総合的には大満足。次は両親も誘って、別邸のほうにも泊まりたいと思います。,2011/8/6
4319,先日はお世話になりました。部屋の露天風呂で大分ゆっくりできました。ただ、道路の音が結構うるさかったのが少し残念でした。食事はとても美味しく、ヘルシー素材だと思うのですがボリュームがありお腹いっぱいになりました。ETCで宿の電話番号検索すると、箱根湯本の方を案内されるので気をつけたほうがいいです。,2011/8/5
4320,8月3〜4日と母との旅行に利用させてもらいました。スタッフの方々、みなさん笑顔で対応していただき気持ち良く過ごせました。料理も特別豪華なものではありませんが、どれも美味しくいただきました。本館のお風呂も利用しましたが、それほど大きくはないですが気持ちよかったです。ただ、別館のB棟を利用したのですが、自然の中なので仕方ないとは思うのですが、虫がいたり白い壁に苔が生えていたりと、HP上のイメージからはちょっとがっかりな玄関で、母も思わず？って顔をしていました。お部屋は素敵な作りで安心しました（笑）。部屋の露天風呂は本当に小さく又、高齢の母には跨ぐにはちょっと高すぎて入れませんでした。ほとんど満足して帰ろうと思ったのに駐車場の車に鳥のフンがものすごく付いていました。自分でタオルで拭き取りましたが、木立の中なので起こりうることとは思いますが、朝チェックしていただけるとありがたいです。,2011/8/5
4321,"先日はありがとうございました。部屋は落ち着いた雰囲気で、とてもリラックス出来ました。夕御飯はとても美味しく頂きましたが、最初にお水が出て来ず残念でした。もう少し配慮して頂ければと思います。また席に,楊枝などがあればと感じました。笑顔で応じてくださり、食事を運ぶタイミングも良く味わうことが出来ました。また利用したいと思います。",2011/8/5
